sentence,hate,category
9889 7562 7420 14906 9883 1669 15120,1,entertainment
381 2090 13127 4150 8788 13127 10632 14456 6906 567 3984 6474 3982,0,crime
2924 9677 6715 10850 1662 7363,1,religion
6394 6104 6608 3849,1,entertainment
1201 12398 11508 7322 5116,1,crime
13519 6579 10191 1649 10743 12987 2718 7363 2675 1409 7032 5608 11261 15150,0,religion
242 14519 1770 7270 3363 11356 12526 9040 13772 4920 11792 4561,1,crime
14564 12870 5704 12870 13805 1761 12203,0,politics
7674 12022 9573 10393 9567 7674 10780 6906 638 2651 13441 7141 11508 13441 9994 8152 9562 13646 986 11752 8980 6703,0,crime
8447 7275 963 11638 4775 14759 5494 12694,0,entertainment
11736 4164 10485 10938,1,entertainment
13899 10756 4900 6297 11611 4749,1,religion
11088 5190 13646 5190 11203 6883 270 1620 6800,0,politics
541 12849 14288,0,celebrity
2848 963 4561 7384 5775 15134 48 1667 6087 9900 4654,1,entertainment
13104 8428 4980 2229,1,"Meme, TikTok and others"
2114 11139 11614 6259,0,religion
3710 8521 3539 6294 1339 5799 3518 10938 6740 3996 12254 5871 5985 13823 1669 10188 7489 5202 7831 5130 9677 3668 12980 3037 7003 8484 1849 3669 9677 13127 4149 2004 1932 13838 5308 10447 6877 11839 5118 13755 13755 4904 12981 14877 7361 4235 3849 3537 9278 14456,1,sports
4142 1522 11192 1055 3776 2250 339 4542 7168 11866 948 12670 8383 12723 14904 402 5473 1681 9124 4011 6534 9970 2086 6404,0,celebrity
7627 8851 4336 10367 11041 13031 9024 2757 11287 3769 11223 3073 709 6580 13104 332 13755 8079 9598 6548 10994 6926 14450,1,entertainment
5319 11603 6261 2868 9679,1,"Meme, TikTok and others"
5447 5376 303 1815 13910 6824 10995 8751 1042 14871 1046 10838 13963 11542,0,politics
9055 2915 2999 4971 6910 424,1,crime
10794 11369 10752 11370 10743 11369 7852 2192 11373 6651 7168,0,religion
913 13863 6966 1140 5126 5095 9909 2402,0,entertainment
13865 1795 6104 1770 6261 13530 9227 6469 10994 4744 10938,1,"Meme, TikTok and others"
3085 5504 4057 5500 7977 3079 4949 4981 6934,0,politics
9561 3518 6763 13865 8094 4445 3233 5123 3239 2058 9067 2108 10260 13745,1,sports
6104 11307 4409 10349 8621,1,"Meme, TikTok and others"
13915 1299 6994 10794,0,politics
13998 8034 3935 8105 11139 8933 8642 7537 14835,1,sports
9742 2030 11133 1479 13886 10715 7244 12147 1479 10520 2999 13795 12204 13530,1,religion
5333 11603 6261 5918 5334 14638 4009 14635,1,entertainment
11508 7322 5135 6337 5890 6748 169 12972 4791 7935 9545 14099 14686 14194 9562,1,crime
14638 8421 8448 10743,1,religion
1223 9995 1827 4381 6865 8857,1,entertainment
9595 6114 3114 13211 2845 6879 9201 12830 6810 8632 5973 4924 13856 12528 893 7306 5985 9595 785 629 11696 4567,1,celebrity
13067 3387 3256 13530 1692 14627,0,"Meme, TikTok and others"
11338 11099 11011 12372 3030,1,crime
4415 8640 9588 9316,1,entertainment
2583 13865 8094 10200 9758 11667 10794 4149 10200,1,sports
14643 1202 3693 3435 1201 11508 1889 15091 14657 8219 10794 15093 14657 14657 8546 10651 13283 14314 14636 12673 13229,0,religion
11323 3809 11009 3627 5704 6684 10454 12243,1,crime
8094 1669 2924 9678,1,sports
9565 13359 2912 6041 1197 7363 3830,1,religion
13718 12596 8975 9787 9136 2884 2116 13256 3666 5016,1,"Meme, TikTok and others"
2556 2541 2541 2541,0,politics
2869 9677 5045 2583 6740 15084 6906 6148 6087 10145 11494 11558 2279 8938 8419 15083,1,entertainment
12972 12163 6474 7050 5807 6474 1856,0,crime
726 11627 4431 5237 7323 3518 7873 13610 10200 2730,1,sports
1201 6954 5477 6956 2850 9030 2144 3134 273 11874 12801 4975 7471 8861 2717 2154 11400 273 5883 7150 9093 8521 10248 1225 2850 953 14936,1,entertainment
1655 8314 4658 9620 5553 3067 4654 8449 1748 13317 10794 9620 212 6527 3471 10933 11149 5100,0,entertainment
5985 2640 14018 3284 13893,1,politics
1875 6910 10699 4606,0,politics
9990 14982 6474 12828 80 81,0,celebrity
13731 4791 6633 10938 4791,0,sports
7378 897 11265 1662 10743 2822 692 1662 13432 1778 2583 14201 11729 13646 10147 13770 4710 12277 886 886 3849 7629 5060 13814 7560 4225 9728 2297 7435 10203 1132 14483 3084 10138 886 7501 10185 11050 1655 8588 3084 10139 7629 1564 7716 4234 4246 6410 7505 13636 894 12277 6373 11104 4710 1590 8276 11198 7716 696 4234 4246 6410 11019 7594 12577 8774 6633 9716 4216 9716 708 10147 1590 8276 10994 9820 7513 7501 10185 6317 7718 11088 6297 691 6410 8775 918 1662 6403 1131 7449 7501 6580 7713 7565 13573 1132 6409 8985 14062 4975 10758 4751 10759 7137 6840 6474 11088 4449 5663 10994 9802 6766 2067 4719 5570 9728 4216 9728 10148 2067 10994 9802 6766 8487 6633 11407 4611 4271 10994 9802 6766 3065 3061 10994 9802 6766 958 14414 10994 9802 6766 7379 8848 3849 3902 1163 1497 6492 13321 1669 2116 4149 10758 9758 6342 8043 3794 3794 4725 2463 8046 14556 6547,0,sports
14638 1332 9827 14837,1,crime
5153 1308 14294 1033 11843 741 9330 2305 14176 2976 3764 12457 12844 12450 6338,1,celebrity
13638 4149,0,politics
8105 12054 4409 10699 11414,1,sports
12904 11139 4513 13866,1,crime
2924 9677 5391 6683 15090 5266 12398 10283,1,entertainment
13292 5541 9900 7420 169,1,sports
11508 9557 13968 6841 1689 768 3718 3646 11353 10480 7270 13968 9810 7270 13968 12527 3634 4681 6764 7168 12109 13850 9027 6127 1252 11525 11670 12479 6584 11347 6452 10002 1188 13755 6584 11350 13031 9024 1669 10316 2831 468 4654 1658 10902 10901 6906 468 4791 7250 10901 11223 14314 1080 10478 13968 8302 7668 9989 9735 10018 6580 11343 1819 7270 6580 11356 6452 7384 13990 2284 10863 3299 8309 7907 4144 3332 11050 7023 1669 11348 7270 7850 6452 9996 9886 11637 7280 7850 9792 7384 13990 4969 3674 14632 4282 14889 9995 8564 10871 1655 1677 11184 5107 3240 555 7953 11094 2725 2654 2715,1,entertainment
2776 14260 4149,0,"Meme, TikTok and others"
4681 3099,1,entertainment
7593 12611 6297,1,politics
14294 6962 4561 11184 10938 6452 13114 11323,1,crime
11662 14750 5578 1140 13533 14808 6365,0,religion
5827 7432 9869 7477 11323 13779,1,entertainment
14750 8356 10447 6261,0,religion
5866 1669 8013 9994 6262 13540 8013 8013 8241,1,sports
13111 4616 11139 12769 9893,1,sports
11323 2713 4661 4863 8646,1,"Meme, TikTok and others"
1761 12203 7590 10794 758 13755,0,politics
10239 14638 3347 12675 13042 2802 7200 13838 6910 11508 8106 7781 9741 14649 4089 3802 6910 3187 5507 7093 7943,1,sports
11160 3284 10322 9952,0,celebrity
3461 10946 4658 920 6515 9488,0,entertainment
6104 11139 10520,1,religion
2041 3386 6163 13104 11839 5319 3483 11586,1,entertainment
13119 10477 11343 4408 10461 13479 2116 11184 6179 11343 6104 10019 1456 13646 1672 6376 7756 3895 10006 666 867 14360,1,crime
13119 11343 5294 9247 13755 6019 2388,1,politics
11323 14369 13305 11131 4561,1,politics
12899 2633,1,politics
13722 1095 14664 894 7632 13722 10175 510 6297 13686 9758 6877 7233 2831 13722 9758 6703 12254 6297 6224 4314 8097 1572 8562 6580 9253 734 12129 9069 6385 2633 4229 6519 7270 8094 13104 13530 8094 7781 4153 2924 9677 9562 3187 6303 7092 4201,1,sports
8163 8105 6656,0,sports
2924 9695 5309 8494 11630 13570 2583 14241 6808,1,"Meme, TikTok and others"
2924 9679 8577 4980 2306,1,religion
3374 5985 2491,1,religion
6095 5472 4278 12203 14994,0,religion
11745 9030 1297,0,politics
8094 5985 5262 3888,0,sports
13882 9663 12782 11593,0,sports
6363 12486 1810 3763,0,"Meme, TikTok and others"
1641,1,crime
13031 9024 11223 3038 9995 9575 13968 4891 460 2103 4756 12678 10192 6418 2924 9677 1626 5109 2924 9690 9997 963 5759 310 2205 9999 6981 8666 6495 8864 9129 14288 8508 12137 1875 9575 12858 9900 12478 4105 963 9999 315 8691 906 4633 13617 12419 7168,1,entertainment
13722 1095 14664 1669 14400 11112 4073,0,sports
5196 5196 4791 5196 5196 5864 5864 6748 13530 374 9994 4149 3234 4791 2098 4785 13530 1761 1201 8270 5232 3458 8550,0,crime
8646 10290 3037,0,"Meme, TikTok and others"
11508 7270 6765,0,politics
13722 10838 13755 1702 480 11278 1547 13129 9645 11557 1328 9078,0,"Meme, TikTok and others"
5025 13865 5985,1,religion
685 7808 9377 1361 685 9758 6725,0,politics
6994 10794 906,0,religion
5932 8013,1,sports
1985 8282 6342,0,"Meme, TikTok and others"
785 2823 1198,0,celebrity
12484 4753 4753,0,"Meme, TikTok and others"
14619 11323 14203 7778 7534,1,"Meme, TikTok and others"
4447 5151,0,politics
11338 9112 2685,1,crime
922 4533 7324 499,0,"Meme, TikTok and others"
7363 3830 11897,1,religion
284 12449 758 5857 6090 12167 12457 14332 5808 11829 14330 10033 14095 1477 1349 1140 5431 9557,0,celebrity
2769,0,"Meme, TikTok and others"
983 14649 11670 12480 5047 4692 4009 4681,1,entertainment
11323 4314 2229 355 3777 4024 2583 11415 4355 5985 1669 5190 13476 11323,1,religion
9638 9677,0,politics
1912 12809 5030 1669 5069 9711,0,religion
4888 7165,0,crime
6593 11792 5932 10243 4587 11572 9781 5933,1,sports
1609 1610 1611 13318,0,celebrity
12150 7301 11099,1,entertainment
3370 8621 6110 11908 14855 13814 7270 2348 13953 4797 11107 6820,1,sports
281 472 9883 8235,1,entertainment
1669 12054 1806 13494 13755,0,crime
5839 4349 3471 11125 7967 3363 12152,1,"Meme, TikTok and others"
13731 352 11400 7117 7168 13503 8105 4270,0,sports
7586 3405 209 13652 11184 353 9437,1,crime
3732 3202 13943 13714 1363 7555,0,entertainment
5061 6316 653 4681,0,sports
2845 1544,0,celebrity
14686 6608 7945 2044 1815 10699 6608,1,entertainment
6292 1669 7942 9395 4840 14456 11970 6655 14468 9575 5202 7831 3669 9685 1669 11338 8621 7218 13823 4255 2116 9882 4847 11473 1328 14625 3699 9677 11568 2535 9382 13265,1,sports
14034 3518 9308 10916 5500 6910 358 3630 11374 6550,0,sports
11888 1681 985 12141 3904 11887 9844 4188 2659 1167,0,entertainment
5985 1669 11415 9699 11742 2116 9449,1,religion
2094 4665 1681 6202,0,celebrity
3370 8621 11898 2174 3030 5541 6039 867,1,religion
5202 7831 9349 10204 9349 744,0,sports
6099 4597 9014 4630,1,celebrity
8769 6664 3843 7216,1,entertainment
12521 5425 14906,0,politics
9660 4283 4403 13625 11184 4791 9921 13476,1,crime
11670 12482 11627 4409,1,entertainment
1706 12205,0,entertainment
14288 5319 8363 10938,0,politics
11099 8621 5985 5694 13769 8117 8970,1,crime
2696 12548 11700 785 4594,1,crime
5985 9883 5144,1,"Meme, TikTok and others"
2915 12853 5699 14309 14309 880 12853,1,politics
6039 9187 3393 180 2620 179 6889 169,0,crime
1140 2070 11551,0,"Meme, TikTok and others"
14638 8425 11761 3370 6403,1,crime
13895 11323 9994 4149 3363 6010 4840 12991 9411 11338 8419 15102,1,crime
1140 1019 14808 6365 2463 1037,0,religion
946 12769 11287 10577 2477 8959,0,crime
13779 6608 10699 1669 11323,1,entertainment
4493 9315 6703 12464 773 12698 6474,0,"Meme, TikTok and others"
5431 9557,0,celebrity
457 14413 4952 11567 2289 2825 1420 417 11708 2419 13559 5786 2799 9449 7200,0,celebrity
8094 14634 4318 3881,1,sports
2915 6548 4399 14834,1,sports
3960 10972 8758 9626 3104 5919 3689 3104 9883 3689 6046 10388 3422 5287 5919 3692 9265 1968 14004 5442 10365 9336 3117 7684 12254 5919 3692 13755 2506 11546 3692 6019 12801 10541 4704,0,politics
11184 13104 14556 11065 1220 10699 10373 13476 13097,0,"Meme, TikTok and others"
2629 11287 4410 5500 3849 4924 5501 11532 5500 4449 1893,1,politics
11139 12133 8738 1456,0,crime
388 1444 5985 11088 4605 6104 11843 12782 11626 169,1,politics
6062 11043 14556 11578,1,entertainment
10006 2751 6979 3601 13317 13515 252 6979 8282 6877 14834 12500 11508 12501 2750 4252,0,crime
5475 3321 8460 7760 11652,1,crime
1655 7138 11323,1,entertainment
11343 4392 13625 11184 4783 6104 11046 12372 3627 4880 14430,1,crime
11292 11918,0,sports
9952,0,celebrity
8824 8930 5471 5842 6306 5556 13317 2409 5904 11184 13956 4639 14426 6371 6389 13271 2688 12350 3481 12454 4301 4969,0,sports
2924 9699 1897 9900 314 6261 963 9995,1,entertainment
9573 1677 1669 3984 3981 6177 13731 3984 6571,0,sports
11160 3284 11160 3305 6104 10321,0,celebrity
10417 9871 2116 9382 6954 13283 3877 12443,0,sports
11184 4791 9994 4570 15132,1,crime
1669 3661 12830 8031 6474 13625 7444 9595 5306 1528 2309 3176,1,celebrity
678 13752 3810 11551 1140 8090 1434 6388 11512 11820,0,crime
10482 731 8494 11603,1,crime
1364 6166 2717 21 10698 961 8575,0,entertainment
3370 8621 3920 11304 8414 10587 11245 6506 9357 8286 2053 1369 11648 3920 8067 6703 3044 11230 11648 3920 3370 8640 5223 1669 2116 1766 5756 7956 1766 2915 8344 8338 3370 8640 1415 9878 9722 2717 785 11935 11572 3339,1,religion
8289 4149 11338 9663,1,crime
2837 12585 3233 4381 6518 11323 10215 10211 4381 6517 6518,1,sports
11343 5985 10473 10357 13119,1,politics
12532 11504 1140 9994 1350,0,"Meme, TikTok and others"
8029 12489,1,"Meme, TikTok and others"
13104 7370 13283 2335 1876 1017 12575 12574 12522 9315 6444 1746 734 11139 11508 1017 6348 3321 6347 3355 938 2291 7168 13104 7370 6110 1017 3329 1017 9218 3329 1017 8546 1638 12780 6468 1436 2053 3117 3307 7706 9590 759 11299 9957 2113 11128 11128 9187 3314 6110 3329 1011 7035 6163 2053 3298,1,religion
11343 5498 14751 2116 7200,1,religion
5026 13105,1,sports
1861 4381 7603 2545 11323 10508,1,entertainment
13865 12907,1,religion
5914 6194 6548 9610 6536 15136,0,religion
5054 2205 9242 14479 9330 14069 902 6994 15112,0,celebrity
12545 8951 8980 4149 2965 11698 2965 13476 2892 3462 11761 5649 11761 13571 2753 13788,1,crime
14296 10665 12589 9019 15031,0,politics
12532 6979 2749 310,0,crime
13097 11421 5932 6104 11287 9216 12596 4410 3370 9678 6104 9219 2866 6548 4384 14191 2612 5985 6104 9221 4363 8212,1,sports
2123 3471 13798 13755 5237 8974 12602 12316 7019 11364 4804 8084,0,celebrity
4561 6702 13625 11473 1330 2116 11187 11323,1,crime
11338 14864,1,sports
11688 5985 14303 14619,1,entertainment
6706 2877 9695 13814 7974 5319 6506 5969 5477 9873 11391,1,religion
11907 9234 10743,1,religion
9575 10699 11431 8484 178 13638 12158 11431 8487 13441 638 4279 14375 5805 6156 13646 1260 5088 178 8484 11431 6879 11508 9806,1,crime
11769 11338 9994 14538 11772 4956 14433 1669 12527 11323,1,crime
5969 11906 1409 13557 1401 768,0,religion
7753 7391,1,"Meme, TikTok and others"
9883 8105 9883 4799 6694 9953 15091,1,sports
6086 4997 5623,1,religion
5044 6775 1323 6195 11879 3036 5042 5746 7673,1,entertainment
11338 8419 10861,1,celebrity
12007 5515 6452 10352 6990 8984 12186,1,"Meme, TikTok and others"
13865 4370 410 7342 9216 12058 4370 12972 4947 13865 2924 9677 14999,1,crime
3370 8642 5319 11592 13755 13838 6474,1,religion
1669 13625 902 13342 2273 13629 4513 10286 1201 3665 9543 4136 13530 1163 2409 11540 2268 261,0,celebrity
9581 9637 11889 10916 14468,0,entertainment
8104 5324 2229 13531,1,sports
4555 14294 8652 2205 5909 2215 14979 14982 14538 12699 286 14294 8653 2205 1327 12564 168 129 141 104 134 109 68 151 85 77 64 133 123 98 32,1,celebrity
6104 7879 13193,0,crime
11884 11670 2346 2514 5982 11600,0,religion
10539 13814 8577 8695 11572 11585 3471 3055 1323,1,"Meme, TikTok and others"
13561 10938 3085 5504 4063 13561 3406 4063,0,politics
13755 11752 4904,0,crime
9883 14634 6283 2547 4472 4144 5744 6696,1,crime
11184 14456 5953 5995 8744 4426,1,religion
7083 4710 6254 12311 9562 14260 14406 7168 642 13400 10162 5635 6030 11652,0,celebrity
10794 2744 10997 6163 8863 12819 6495,0,crime
8708 10938 2593 8531 2099 10955 13524 169 2070 2070 13658 7945 10938 2588 5613 7108 1225 169 6994 14288 13271 2690 9968 6977 2744 1669 11055 10938 14101 11053 14184 12542 9242 14575 2343 10938,0,celebrity
3370 4853 14556 3014 9156 6464,1,"Meme, TikTok and others"
14822 5153 1308 5421 902 9377 1033 14288 8468 2508 8885 8202 6577 1078 752 11508 13924 5654 169 8721 10971 10315 2852 13924 5761 13642 4707 13390 893 4785 14539 14711 9319 893 4792 1010 12457 14288 7690 2116 9452 10922 3955 2402 6054 9758 6856 13770 4712 4975 11384 7656 4714 902 8541 6511 1815 2116 9377 11271 3849 8888 7168 1669 2116 11184 7745 6906 12018 11973 14906 6906 5405 4966 5937 1284 10041 13202 4236 10916 14288 169 14459 6906 8300 4989 4238 11032,0,celebrity
11711 12396 10938 9234 1804 14179 10467 10938 11508 1140 10776 12431 1140 11627,0,religion
785 6906 5445 1703 6427 2501 7350,0,politics
5319 11572 5927 5927 8105 3756,0,sports
3370 8630 8977 4149,1,crime
5985 11929 7322 11558 6683 6762 13455 10450 1191 6051 11603 11421,1,sports
10994 10290 3912 11759 13755 5001 768 14266 5388 13814 6548 8718 2456 3127 13283 1681 469 2346 9670 11323 6104 13814 6548 3912 4629 11999 2342 11508 5660 5989 1669 3363 6104 6661 4853 8817 3912,1,crime
2645 8624 13814 9055 6262 2831 12060 729 6548 8493 11581 5604 11406 2831 2588 8225,1,crime
13097 12899 14879 11994 7349 13755 12903,1,crime
13991 13059 2179 9988 13134 11372 5207 2178 13134 10171 1669 6409 2178 39 29 41,0,celebrity
13097 9601 5985 10699 9306 3421 13710 9303 13097 5839 7974 5319 8337 2272,1,religion
11508 482 14686 6616 4543 8084 12410 8202,1,"Meme, TikTok and others"
1414 3098 11508 13547 1897 9238 2116 13255 5221 296,0,religion
8105 2924 9686 14556 5827 10602 12054 3527 13097 8105 9652 9780,1,sports
11338 5245 1624 3265,1,politics
2106 11742 9763 549 11184 11742 2131 13638 10864 6423,0,crime
5969 13865 8012 5932 10699 8012,0,sports
11596 10063 9554 11588 8235,0,sports
3363 5388 10770 6816 13708 7442 858 2291 3037,1,crime
11323 10065 4381,1,"Meme, TikTok and others"
6994 844,0,crime
13882 8419 4632 10994 11113 4449 920 2433 10584 11421 355 11113 4449 2434,1,crime
1651 8395 5328 3658 13843 1467,0,religion
8001 13289 9681 8013 3917 2213 4454 4798 657,1,celebrity
2099 10377 4838,1,crime
1409 10031 14441 1354,0,religion
14714 14002 9941 9978 3844 9571 7248 7556 9575 14002 9941 5809 10027 6990 4463 7084 4463 6990 7084 4461 8191 14715 3783 14716 14002 9941 9978 3844 9643 7246 7556 14456 4164 6574 4164 9641 14002 9941 5809 9941 11184 14456 7084 4463,1,"Meme, TikTok and others"
13097 11378 8405 5985 10743 13222,1,religion
1078 963 12946 1622 6683 5985 13067 1461 2309 1461 5477 13722 14430 963 5985 2031 11788 12330 7168 6966 5827 13801 12316 991 5692 14889,1,sports
5153 14293 12939 8878,0,celebrity
11833 3204 11828 7799 9817 1690 2924 9691 10660 2409 2002 11843 11831 7303 11843 9121 9157 14845 11168 10564 3830 5766 6926 6261 4792 14643 11415 6232 3751 6554 5901 1690 12972 2216 12543 6659 6493,1,crime
5431 9562 14942 7077,0,politics
12899 14565 6906 4274,1,crime
12521 12343 2884 10938 9120 7604 6409 9315 2449,0,celebrity
2827 5035 1117 294 10794 14036 3161 7534 2116,0,sports
9061 2924 9678 6335 4154 1449,1,entertainment
12641 2018 12493 9185 13329 404 5755 15111,0,entertainment
6474 5416 3296 1681 11824 6683 6893 6104 4866 5985 12259 8863 11231,0,celebrity
10758 9760,0,religion
4676 9581 9912 5196 4677 4993 9848 7858 7200,1,politics
1897 14698 3762 3107 1225 15135 6910 5477 9727 6452 5786 11184 14306 8924 6651 12596 967 5827 8033 9762 5985 14638 8419 14634 3432 11293 14655 1763 5839 4403 631 6447 15097,1,entertainment
4942 2556 2633 8020 5226 3360 12899 9026 12189,1,politics
11765 6286 12553 7644 10447,0,crime
1642 5532 2111 1033 4149 15170,0,crime
784 8677 4449 6775 12254,0,politics
9607 1652 11532 14012 13407 7156 6920,1,entertainment
6104 9222 11093 4550 5027,1,religion
11742 9763 11323 5985 4510 8172 6104 12546 9668 6104 2116 10177 2326 5685,1,crime
12305 13567 14104 14127 2928 2928 11541 13566,1,politics
1255 7168 1304 7889 4498 3711 4276,0,politics
13097 3781 5953 1197 13097 8468 10743,1,religion
8105 11693 9835 1735 1323,1,sports
6889 6998 2738 12871,0,politics
12100 14288 902 527 6994 14288 9360 10201 2194 773 1536 3190 12447 12117 8532 1719 3187 13283 6910 13672 5061 12870 13520 12443 12446,0,sports
11323 11125 7951 5985 5717 11641 11078 13755 4945 6010 10994 11641 660 327 6954 9969 4156 5985 6104 11099 11009 1903 5416 6261 3287 11323 11508 6775 6954 5985 2351 2541 2807,1,crime
6889 10944 2974 12398 4423 6492,0,sports
6104 11693 7084 6548 4581 11242 6163 6548,1,"Meme, TikTok and others"
4810 4061 4810 4062 7940 5477 3555 2041 4061 6104 7303 2004 9844 5529 10938 12746 13315 7384 11889 5477 912 6838 10938 12737,0,entertainment
388 1445 1983 2633 4595 11125 6452 2116,1,politics
6910 7847 3849 11160 8083 4654 7102 1655 4654 3235 6666 13097 7847,0,entertainment
388 1444 805 2116 9454 5810 10207 2116 11742 2116 9454 5465 6039 868 7695,0,politics
11184 14306 9901 2583 2821 9968 4473 6261,0,politics
3715 9677 11922 8329 6104 9833,1,sports
13865 7325 2031 9742,0,politics
5713 10938 4814 7987 2181 14599 3315 6261,1,crime
9883 13861 10994,0,sports
13305 14669 2181 10049 1669 2116 3030 693 2454 7322 3609 6297 1655 2583 6159 801 3221 2744 14565 6863 6889 2719 6527 6889 2744 14565 9721 9863 689 353 10488 10006 7613 14174 5493 2346 5169 9974 5492 9994 693 9463 6871 13595 14731 3602 6320 9253 6688 14113 13326 3522 3522 11532 12357 12481 13329 11503 12478 5164 836 2476 5916 11600 5916 3821 1902 12591 5393 3466 1212 5393 5230 10058 1859 12861 11600 11698 8547 13476 1859 12861 5230 12625 4002 1212 13737 12576 11679 6283 7904 13475 5637 8302 10336 5998 9994 7221 7221 9994 9152 9994 6127 14420 14143 9940 3461 9994 1749 9418 14174,0,politics
11184 7261 14055,0,sports
12155 4695 13565 6868 5800 4698 3794 11843 7651 11475 2354,1,celebrity
1409 3751 13181 11369 8404 11176 10780 3751 6466 1409 13180 169 13429 4953 6917 169 1153 5965 13533 14808 2402 1037 14066 1037 169,0,religion
10736 13347 9385 9901 9918 877 10726 5967 11508 7288 10938,0,entertainment
13104 8419 5827 7325 6683,0,religion
927 4654 2313 13008 4654 4876,1,"Meme, TikTok and others"
963 7384 13083 929 4654 5477 6757 734 7384 10938 12735 12562 1037 3360 337 3006 7384 469 7404 2044 13083 2044 7390,1,entertainment
8019 13755 6150 6150 13882 5648 3843 8013,1,entertainment
981 11952,0,entertainment
6906 7384 452 7903,0,entertainment
8121 1655 7940 4079 1655 7940 5755 9609 10008 6584 2951 9345 5456 8285 6889 9350 6141 6968 6548 654 2796 11603 1455 15129 3211 11070 15045,0,sports
783 7600 11698 9228 11009 14500 14500 14522 2951 8070 12812 4149 7600 11698 2648 8492 6889 9922 3020 5818 2648 8447 6889 9922 14668 8302,0,crime
10833 13714 13999 1086 10938 10938 14407,0,politics
13108 5197 5562 12921,1,religion
6948 4616 9659,1,politics
14764 10794 2116 14952 1201 10794 9646 1669 5051 3602 13537 14135 13587 1201 10938 2583 3406 2583 13283 6009 13587 7294 6277 2128 1201 10180 13587 4497 4279 6152 9645 5051 14949 14232 5477 6242 2301 14952 9645 5051 14734 14139 1283 1528 8197 6474 355 10152 13587 9315 8197 10181 2581 14033 496 8198 2132 11184 2527 7652 7189,0,sports
14750 8435,1,religion
6627 14638 4010 14634 9605,1,celebrity
687 6317 1897 7635 13755 5382 1873 13927 1450 9758 1455,0,politics
1669 3287 11323 4632 3830 8013,1,entertainment
6994 9488,0,entertainment
165 120 73 138,0,celebrity
9608 9671 276 7227 2004 8980 6261,1,"Meme, TikTok and others"
693 4413 2563 14643,1,politics
12441 13495 14007 9652 4605,1,politics
12879 11415 8993 6104 1197 12577 8634 10280 13173,1,celebrity
5985 14750 6010 2030 10713 14320,0,religion
1983 2633 1662 13770 13603 13755 4524 10388 3422 5298 2852 6019,0,politics
1078 10794 4355 5500 12739 4375 11323,1,"Meme, TikTok and others"
1826 14141 3627 5704 6231 6926 6261,1,"Meme, TikTok and others"
9570 1744 4654 3830 734 4656 3406 469 14037,0,entertainment
1333 13645 6962 3363 11323 1710 7168 13645 6700 11904 4595,1,religion
8003 5277 1370 6987,0,"Meme, TikTok and others"
13514 8935 12343 8621,1,politics
1150 1150 4021 1136 7322 13755 4021 14754 3327 6261,0,religion
3482 9083 10173 11477,0,sports
10538 5954,1,religion
10286 3068 2856 1113 4823 193 4838 1897 5949 13104 9393 1897 9562 5477 2067 10897 5317,1,religion
9402 10994,1,crime
10794 6701 6274 14587 2326 13755 1655 11139 6163 12698 6474,0,religion
11805 10052 8982 6483,0,crime
12455 1634 1669 4638 12519 3518 10938 12723 8986 5257 3481 12454,0,sports
6715 9630 2884 4527 3406,1,religion
6994 11480 8751 371 13127 6487 3563 2527 1176 4863 1669 9677 11317 9055 6527 9684 9055 1624 1681 2527 12746 9685,0,crime
4487 10572 11247 1897 9898 12949 4858 924 10034 2403,0,celebrity
9843 11262 14708 7031 11154 10870 11930 7039 737 14576,0,"Meme, TikTok and others"
9995 11670 12482 9999 8061 1197 3370 9677 11431 531 11512 9995 14734 3038 8061,1,entertainment
6910 11944 13984 6932 6261 2527 7971,0,sports
583 2168 6089 1495 7411 12930 569 11184 2046 580 5061 10335 12670 4219 4127 3883 1989 1956 3253 11367 11139 11071 6429 7592 3564 6781 590 5733 6457,0,celebrity
5985 11603 2116 9448 5985 2067 11603 5160 13097,1,sports
11761 5428 14267 14036 8328 8328 14549,0,crime
5298 7424 3085 781 3085 12757 172 12457 14534 900 11345,1,politics
1049 8849 6095 5164,0,"Meme, TikTok and others"
14755 2125 13448 13456 8394 513 663 3138 6346 1906,0,religion
5827 11287 3363 5985 3363 2924 9683 12035 9149,1,entertainment
14172 12996,0,religion
10794 1999 13255 13053 8587 1950 2004 7957 204 11405 2048 4801,0,religion
12454 2664 7480 1702 773,0,sports
14594 2158 10225 8460 15189,0,politics
13097 8460 7324 2493,1,"Meme, TikTok and others"
11184 1747 14630 608 2337 15072,0,sports
7431 7411 10215 9494 6062 11143 11393 2780 963 10215,1,sports
14669 8266 2877,1,politics
10916 12742 10794 1132,0,politics
14645 866 2053 12541 11630 13530,0,sports
8094 13865 1669 6630 3804 6910 13638 13919,1,sports
6302 4210 10322 10477 1852 14474,0,celebrity
13646 1015 6104 9059 9257,0,politics
14939 13865 13642 2576 12058 6729 13889 2087 9994 4149 4189,0,"Meme, TikTok and others"
6403 13097,1,sports
3422 5298 13755 2714 6019 14943 3422 5298 6018,0,politics
6114 4374,1,"Meme, TikTok and others"
13642 1465 11056 4483 1972 6361 9854 6404 886 8960 14426 3641 10447 14469,1,celebrity
1523 9848 6889 12914 3339 1323 2292,0,crime
3471 3406 3265 14107 6104 11317 4947 4595 4471,0,sports
11176 14799 6580 6607 8295 1484 5150 11244,1,entertainment
972 14592 5656 13251 8889 2593 13625 1669 2122 3338 12902,1,celebrity
10794 2645 8483 9995 6452 13889 3233 4769,1,entertainment
