sentence,hate,category
11789 1738 14108 11694 11789 1738 11694 14108 11653 1738 4934 2696 13047 12019 13047 14440 4389 3253 13112 3253 14084,1,entertainment
13693 7231 12285 10422,0,sports
430 7791 13423 2171 3257 10993 12328,1,entertainment
4133 14440 14859 9562 11343 14474 5294 3887 7978 14982 3763 435 7570 6711 10270,1,entertainment
15540 6614,1,celebrity
9467 1330 7236 1324 3043 7457 5408 4381 6171 5008 6290 7231 11295 2318 1333 2403,1,crime
13983 10882 8734 1762 6201 15631 9622 10570 7962,1,religion
2801 1986 2204 5160,1,celebrity
14440 2171 5057 13623,1,entertainment
8410 14756 4704 9089 7081 7081 9150 13361 4635 1429,0,sports
10855 15400 10855 7303 13693,0,sports
7078 13380,0,religion
7570 8476 12717,0,"Meme, TikTok and others"
10755 10294 13275 494 8485 2886 7247 4160 9479 831 4099 1602 12593 15788 8485 1487 7883 10840 10665 14104,0,entertainment
10395 3823 10336 13551 4771 246 14631 12363 12119 3856 3161,1,politics
14227 8013 15603 3666 12681 6216 1419 6859,0,sports
7667 736 3600 13166 8585 3241 12691,1,celebrity
6171 4793 11791 10300 6259 3007 10975 7263 1419 3007 9173 4017 13554 241 14981 13775 4017 204 8355 2986 6337 10777 3688 14981,0,celebrity
14306 7490 7590 7229 11753 15898 13484 14232 5149,0,politics
15099 464,0,"Meme, TikTok and others"
7138 2882 1996 9150 3204,0,crime
1429 6158,0,religion
6885 10005 3114,0,crime
12118 14648 7138 2852 10856,0,religion
13939 756 13990,0,crime
11278 6493 7653 1012 8254 11205 11804,0,celebrity
3043 14019 2615 15272 4936 8768 8242 13101 7138 3712,1,religion
1429 8304 3203 1429 13047 14440,1,crime
6516 8034 10851 4986 6927,0,entertainment
12318 9021 12200 8859 8704 9014 367 7791 4331 7230 7138 5744,1,entertainment
14635 10005 1540 13773 7572,0,"Meme, TikTok and others"
2833 6212 4494 1770 3253,0,religion
8414 15721,1,entertainment
13990 464,0,sports
11381 1770 9479 4224 2519,1,sports
8414 14635 5069 5409 12136 4301 8046 5409 12136 2171 12903 798,0,sports
2418 7434 13312 5577 6540 14067 9301 8506,0,politics
11288 7309 3404 2357 5232 3830 2231 12076 4735 10618 226 2767 2357 1405 6408 9118 4392 13943 12664 15352 12640 1026 11791,0,celebrity
2212 9837 7570 14699 12383 11961 15788 6630 11791 7442 14741 9252 12864 12638,0,celebrity
12590 13047 3202 14724 4639,1,"Meme, TikTok and others"
10876 15169 1429 7138 4066 5352 5206 37 11044 7138 12828 7247 6345 7138 3253 9660,1,sports
2519 170 12918 13225,1,religion
4734 12118 6766 13101,1,religion
1145 11917 9226 10234 7752 8177 6632 2702 920 7229 206 4401,1,sports
1493 12707,1,celebrity
12956 6843 4331 12956 15681 7897 6158 1491 5559 9256,1,sports
10127 1020 13680 166 15075 15122 5389 6368 4103 139 14055 2493 1138 385 1250 12817 13032 11687 4103 2737 3360,0,"Meme, TikTok and others"
1770 12376 15301 9824 15082 392 14018 10392 14263 15 1770 3253 15436,0,entertainment
3043 5197 10643 9479 4452 2125 12118 14171 14301 8054,1,religion
1449 11280 13422 1580 4469 6132 12255 11204 15350 3552 6662 4754 13894 6132 7869 12128 14369,0,celebrity
1429 2125 7791 5197 14502 7138 12828 9256,1,religion
6039 4642 4992 7667 11874 8105,0,"Meme, TikTok and others"
7138 14613 7138 4507 3325 4635 15836 726 10178 5467 15075 7570 220,1,religion
9570 7393 13496 15782 10255,1,entertainment
3601 15214 6030 2204 7420 10336 10001 6140 15692,1,celebrity
2113 10876 7078 7229 12798 7209,1,entertainment
8191 11971 5215 9405 12935 7944,0,politics
11321 10336 8143 7229 9955 11646 8096 3843 15920 12151 11321 10336 8143 7229 11572 11329 11261,0,religion
6844 14224 14676 11905 11301 8967 7570 4117 4182 4669,1,celebrity
7624 9230 7872,0,sports
8408 1924 6911 15739 15354 15934 12240 13101,0,crime
3043 7509 11150 11653 2657 1819,1,religion
13983 12118 5238 9150,1,sports
8075 5408 6307 6027 6474 10235,0,"Meme, TikTok and others"
2466 3298 2221,0,sports
8498 10727 9899 12118 15782 11849 991 1459 6679 10692 15401 9459,1,crime
5501 464,0,crime
4261 2716 3360 13574 6171 13478 10234 3429 324 5179 14499 12189 3267 1086 10752 12231 1086 10752 11138 15096 3631 1077 11010 3007,0,sports
9810 3043 26 14724 2125 8164 14447,1,crime
9348 8054 11849 9225 9337 9348 13435 8054 12828 9256 11371 5057 11507 9256,1,entertainment
11537 708 6540 7341 1334 543 278 542 14764 15355 12745 246 10037 9349 708 13975 9275,0,sports
11624 101 2176 1992 15161 7595,1,crime
13312 1641 8319 5241 8319 6203 15110,0,politics
12918 13651 11030 9581 3459 15706 13636 4538 464,1,crime
15446 1819 11376 9137 493,1,sports
13061 9727 4969 2729,0,celebrity
10865 2930 1641 1434 7570 10865 11656 9209 1429 14236,1,entertainment
10246 6449 7570 15699 1300,0,sports
13312 6540 854 3872 14449 13442 6512 295 7230 7231,0,politics
3845 263 7049 11901 7946 11109 2204,1,celebrity
8317 7570 11874 9560 1284,0,religion
1541 5279 2500 2019 5677 3567 15161 15252 4342 8347 14673 11129,0,crime
9018 13047 6324 5642 6393,1,religion
7975 12586 12322 3226 7580 14914 14973 4227 3226 15007 6934 12719,1,entertainment
12918 2308 11020 14104 10180 14167 710,1,entertainment
8249 7570,0,crime
14440 7791 5179 15096 7713 7138 13047 1819,1,crime
12205 3747 7206 2576 4514 7491 15976 14104 13636 6705 12550 831,1,"Meme, TikTok and others"
2422 1819 13934 9021 3843 1429 5268 2829 15219,1,"Meme, TikTok and others"
12918 7754 8734 13020 13243,1,"Meme, TikTok and others"
12037 13983 15161 6740 978 11030 193 7465 1429 8581 1290 13937 549 11490 7138 6799 11030 193 12210 8582 8214 11155 1429 15420 3997 3539 1819 15211,1,crime
6512 1545 13990 464,1,crime
8408 13294 9150,0,crime
8619 12691 10570 13547 3070 14613 7007 1790,1,sports
1429 1186 8956 8423,1,entertainment
12118 6766 15845 15346,0,religion
8054 11849 9256,1,"Meme, TikTok and others"
7570 15952 8734 10532 12118 7187,0,religion
10486 8143 12091 4133 2443 245 1647 2113 14386 11968 6333,1,entertainment
3625 7231 2177 831 3625 12074 6511 7791 15023 2177 5910,1,crime
8214 14098 11693 3253 464,0,sports
75 86 1247 5354 2339,0,celebrity
13273 215 8956,1,politics
10226 11963 3196 15721 13192 939 2882 13547 8734 13078 4057 2785 8998,1,entertainment
12727 9479 1343,0,entertainment
5106 14513 154,1,sports
708 3157 8358 2942 2417 2807,0,entertainment
2604 8496,1,politics
1142 13944 14982 4320 9479 12512,0,politics
9774 246 15330 6474 11584 7643 14699 10336 6239 11030 12867 14652,0,"Meme, TikTok and others"
15497 13013 11927,0,celebrity
5828 11757 5057,1,"Meme, TikTok and others"
51 13756 13032,1,"Meme, TikTok and others"
12018 1763 9829 14487 7540 3 4141 11215,0,politics
6516 13629 26 14368,1,entertainment
13072 1819 7138 12828 9256,1,"Meme, TikTok and others"
2445 6501 9150,0,politics
15836 13552 15247 15952 8734 13534 13534 2791 12944 15836 13552 5197 4640,1,crime
3602 2177,0,crime
10727 14058 4656 7570 1269 7733 14699 14187,0,crime
5101 3625 7590,1,politics
7391 4012 3169 11963 7247 7570 6557 12202,1,politics
11205 15721 12118 4582 5657 5608 7450,0,entertainment
4693 3943,1,"Meme, TikTok and others"
6711 466,1,politics
2828 15782 13714,0,entertainment
11150 1077 13032 11687 7792 3780 6516 14474 11017,1,crime
9362 10085 7670 7528 12464 9311,0,politics
6393 7158,1,religion
14440 6189 15777 5403 13871 13464 3740 15556,1,crime
14793 8249 7900 13423,0,entertainment
8249 12230 15103 15603,0,entertainment
4485 7937 15588 10806 14981,1,celebrity
2113 12288 11802 6766 549 11693 7247 6835 14098 3253 14981 6026 7667 5705 14981 546 13680 10031 6966 7701 3043 939 2882 5760,0,politics
11693 10308 15834 295 6629,0,politics
15893 7667 13463 9809,1,celebrity
9890 14192 10265 14192 962 14 1876 6995,1,entertainment
3253 12807 1343,0,sports
8410 12956 5197 2368,1,sports
15926 13629 15362,0,entertainment
7669 8716 14072 8111 14748 14093 14613 9256,1,"Meme, TikTok and others"
6844 1487 10570 13047 3869 15678,1,sports
2476 6540 8745 3268 13496,1,sports
11044 485 7104 7667 13463 11368 14845 14942 4672 4693,0,celebrity
1026 9500 7565 2142 5700 6868 13815 5765 4961,0,celebrity
12922 11005 9150 3884 193 12376 5502 14343 1430 2959,1,"Meme, TikTok and others"
3761 6518 12403 3541 4332,1,religion
3387 9566 7246 9287 3362 9073 1429 11376 15075 13087 1790 8411 11590 4356 7246,0,sports
3712 13384 8472 7483 12315 4327 109 3770 222 5657 2113 5622 3142 4358 7230 15967 9092 3203 7480 7875 8808 12807 8145 12038 8061 6540 12435 14981,0,crime
3043 12316 9480 71,0,religion
7590 2614 509 13047 3715 11482 2080 1651 7590 12807 129 11191 10559 3510 8861 8990 2614 509 11653 9956 672 406 12642 11653 9687 12807 9647 5027 13231 12507 8608 11364 9089 12807 14982 5484 6917 4423 15735 9089 12807 12807 12691 7993 5087 1186 14207 6666 625 11553 3288 3288 12807 11874 4138 12137 11910 672 15633 14526 8105 2953 12807 12807 11874 7883 13363 12317 2942 3756 6877 11910 15023 3850 6991 3510 10486 7708 8168 6204 8613 231 10486 246 461 11207 7231 12312 6206 10486 2614 4829 14270 741 2500 9647 5027 6895 14799 8955 15076 11693 7231 12807 12030 12552 13185 12137 11910 15633 15655 6125 15315 7570 11874 15655 5903 12073 13283 6448 6720 13934 9049 11371 1158 11844 741 6646 4552 246 4730 3509 13283 6448 7292 11740 10802 3509 14388 13572 14379 6062 13295 7883 3509 8888 5112 7883 7590 3047 15539 10157 2942 8771 11874 10157,0,crime
2377 13351,0,religion
14296 10826 2483 7193,1,entertainment
3862 1790,0,celebrity
8410 11963 1429 2006 699 11441 11704 3564 1450 4115 12 8129 6158,1,"Meme, TikTok and others"
8054 14795 2702 502 6905 3498 5359,1,sports
4829 4164 3843 7490 4115 1255,1,politics
14982 4610 15673 831 15105,0,politics
5065,0,sports
9511 14635 15519 15299 14447 13047 14635 5707 15603,0,"Meme, TikTok and others"
12519 15952 10371 3476 549 4475 5648 2957 10246 6201 3122,1,"Meme, TikTok and others"
6137 13283 4915 9311 12451 9311 14981 678 13834 1309 9334 10005 978,1,crime
15794 3851,1,celebrity
15836 7754 14184 14454 7497 2177 2174,1,crime
12226 7633,0,"Meme, TikTok and others"
12376 7218 12691,0,politics
15170 12918 5903 831 9581 9004 7183 1736 15479 8670 15170 14192,1,religion
6512 9154 320 5017 3217 10132 10178,1,crime
14055 10761 6883 9615 1138 5314 976 10684 9615 12038 12761 9615 6890 14278 10788 9615 15830 11044 7266 15830 149 14168 2920 12234 15830 10591 5502 14285 5152 11997 3187 2442 15830 23 3560 7230 2380 14884 10125 15830 2113 9013 15830,0,crime
4371,0,sports
11505 11505,0,politics
9129 8164 11607 1657,1,crime
15814 15011 37,1,sports
13047 323 3505 11242 2560,0,"Meme, TikTok and others"
11470 5511 14981 741 741 7682 4224 13143,1,entertainment
11963 1429 7655 7962 213 1429 13047 8789,1,religion
3552 580 7536 1026 15788 11542 3221 9105 1026 831 11542 3221 7714 524 2307,0,celebrity
13579 7230 6393,1,religion
11345 26 11345,1,crime
15144 11376,0,sports
5101 10036 12118 12522 10551 1269 20 11607 9150 4141 13252 624 7229 11996 4141 15834 295 13184,1,politics
13430 15811 12727 10433 12141 197 2118,0,sports
2113 1559 11270 14718 9332 8161 261 14807 6273 13496 15782 9779 9035 11138 9089 12316 13937 5796 12316 8108 3496 10465 3043 2614 12316 9035 3256 246 11131 10854 13778,1,religion
8938 10433 1997 15931 14829,0,crime
12922 4160 7773 12887 15525 15252 14827 7466 6966 10051,0,religion
5017 10454 5353,0,crime
8319 8066 15133 10991,0,politics
10178 3757 2177,1,crime
9479 13047 8254 11965 5280,0,politics
10995 5243 13423 4453 3364 7078,0,entertainment
4770 7274 9381 3615 10568 989 6492,0,religion
741 6736 1876 13789 15603 8177 7007 4353 11777 13082 738 5429 5964 8044 11185 5469 8078 10234 11841 15159 15375 1876 13789 6738 14522 11537 10755 10086 13811 5358 741 15811 1145 588 5467 1876 13789 1801 738 741 6289 1819 2289 741 15811 11777 557 11399 5349 622 3322 3821 10622 8358 10984 15690 12289 1855 10487 6026 5153 14823 738 6540 10280 9334 3072 6288 12289 1855 738 8069 2469 738 15503 13937 14491 5080 2469 7806 44 13101 9311 738 6540 10280 6779 12141 261 5714 9606 13773 4151 12376 804 14227 5705 14522 7890 15472 9372 7230 8316 4448 738 15375 10262 1942 1942 3693 3542 10364 14306 12640 13093 9311 11343 14773 9717 15163 9878 5929 3157 15926 4660 10486 14128 14592 1269 2768 14056 12790 3641 1876 15472 8316 11190 5103 707 14227 10234 9150 9311 12289 1855 6026 13314 831 2081 15788 9929 12183 7231 14981 13047 13065 15498 8214 15084 10446 3934 13773 5110 12928 4356 7537 7570 3253 14971 2407 1298 6665 13047 13359 14234 14187 12604,0,sports
3615 10568 11620 8091 9247 8024 3608 7570 3937,0,religion
8953 13346,0,"Meme, TikTok and others"
11606 11713 355 1300,0,politics
1429 13047 6571 1819,1,religion
7078 1770 1085 5375 9044 13329 1657,0,politics
11376 10862 12591,0,sports
13675 2881 7958 4483 6854,1,"Meme, TikTok and others"
14047 15945 8993 2827 14693,1,sports
9191 8807 13047 6075,1,"Meme, TikTok and others"
3360 15427 14995 14984 5088 4744 831 1026 14501 13699,0,celebrity
12555 6420 7669 6088 14733 14040 4724 2204 15252 12691 11959 2705 15670 11791 12379 7798 1701 12091 11044 13055 8307 4141 14978 5572 11993 8623 2458 1770 1707 485 4717 3991 1237 2527 11993 13860 15252 11047 10863 2458 1770 12922 5877 12797 13859 8745 13509 7290 15252 4777 14105 15673 817 3648 9672 10154 4492 15595 2487 8079 12502 10327 10379 15252 5346 10866 1295 3228 5775 9415 9830 9663 3071 3086 11044 1770 485 236 4320 5191 13244 8134 2837 11044 6808 7751 965 13006 14517 8055 11077 8055 10283 5414 3270 14099 7331 9621 1770 9554 14977 13369 2559 2402 11216 10367 15323 9874 10617 5214 470 1587 13417 7231 2207 10226 7284 12691 10440 6704 5075 15673 13547 11096 3 4514 3270 14063 10818 13547 6948 9902 6894 9615 14042 10021 3066 13658 10116 4321 13547 4379 3878 13060 15457 960 1945 12649 4717 1587 15431 13665 6766 13482 1676 13856,0,celebrity
13411 14565 3020,0,sports
12666 406 724 8033 11063 13285 15736 363 1041 13311 3651 3830 11388 550 11388 1042,0,politics
13047 2614 3625 6474 11624 214 1830 1833 13547 1244 13047 9957 13094 15355 10035 8540,0,"Meme, TikTok and others"
5027 6540 5027 9301 10132 2942 2914,0,politics
11150 1819 15924 8167 7429 5677 12322,1,crime
7078 15722 14861 3770 6778 6692 12774 8242 11687 6540 3862,0,crime
13496 1269 3203 5775 13395 14859 11030 15673 3187 11343 12348 4635 15836 594,1,crime
5166 5236 3253 15952 9469 5410 13220 4675 13101 5752 14055 565 2768 2814 14193 7990 12076 8008 1861 8375 1572 15711 12322 3025 14055 8433 3263 8008 4717 13740 13697 14055 7247 3253 14055 10867 4336 3812,0,politics
7395 6540 13976 9479 15774,0,politics
7791 831 3253 8368 13441 13441 10676 13441 14786 15603 831 7230 26 2651 7200 741 11923 9225 8714 11757 9150 1515 26 458 8393 699 8936 1790,1,crime
11894 3869 6269 418 15678 6608,1,sports
13430 9615 10660 11653 15453,0,religion
6158 4857 509 1342 12613 3889 6844 12484 80 6540 3268 6512 12484 12807 8879 14440 4885 12196 10676 4807 13134 1232,1,crime
9362 14129,0,crime
12602 732 11849 15342 11081 6540 4060 14979,1,religion
12855 15924 12876 10335 2485 15096 6929 9046 12937 11846 12876 502 6766 15136 8940,1,entertainment
8795 7622 13589 11590,1,crime
967 10115 15775,0,religion
5788 5751 3253 4284 3253 15436,0,entertainment
11150 1819 1429 13434 7230 7168 3333 4133 13247 14859 7231 12118 11994 8695 610,1,religion
6158 15194 10272 738 7105 8695 3053 14103 4479 9837 6512 15355 3025 5059 1346 1958 5059 15690 9459,1,"Meme, TikTok and others"
15893 11644 9375 14306 8865 8413 12712 4248 6403 6225 5304 4797 9275,1,celebrity
14688 5785 4417 10178 12834 6572 8038 10263 13630 6222,0,sports
1087 7791 11834 2474 12202 14207,1,entertainment
8156 14879 15012 7570 11802 1484 14607 2411 7570 10590 14915 4510 4138 2884 11343 12824 15768 3742 4448 9709 10269 15712 11802 3717 9348 9406 3717 12807 11802 12691 15092 3365 12807 14001 9527 7734 11138 10486 8920 15811 10062 2138 9134 12807 8419 12807 9092 2614 14859 1437 9405 12695 9485 11415 10766 8191 11971 5215 967 3180 8254 14052 3535 8119 7231 3498,0,politics
9557 227 14643 9106 8079 3658 9421 4639 4208 6540 320 9501 939 2882 3843 5656 3522 15723 4545 13192 10486 5789 5697 5191 1871 5789 6357 14283 5789 5697 7596 13283 1120 3696 13000 10505 10988 3060 4941 15305 847 3375 14643 10027 6967 48 246 4383,1,crime
4917 12160 1953 1156 13851 6770 11874 10109 5436 9645,1,crime
5500 4736 15567 7641 3618 6119 5157 8368 7521 1798 14572 5292 1920 5744 11874 2573 7926,1,sports
9093 10109 12855,0,politics
10467 7931 1977 13047 11229 14653,0,religion
13329 5138 12968 5027 13329 5732 9165 15556 5890 14066 6393 3659 8223 13431 7570 7726 6725 10708 9638 3347 6609 11495 4976 13871 11878 7422 7371 9069 1542 2307 1770 15262 6331 1480 6623 3017 13909 12170 4141 11794 8831 9381 2712 12951 11321 11282 11526 10488 13789 6602 13431 11878,0,celebrity
3586 4538 464,1,"Meme, TikTok and others"
10856 9021 8734 12118 7187 4035 15031 8967 3615 10568 15630 15478 15935 1429 7962,0,religion
12918 6901 2564 1041 13153,1,crime
8240 3168 15583 11871 2791 14575,1,entertainment
12798 8999 8180 9718,1,sports
8410 7078 3739 15275 8586,0,crime
10999 3253 8368 8305 10889 13651 5157,0,entertainment
12124,0,"Meme, TikTok and others"
464 9449 10060 5569 4717 622 5103 3564 2761 15431 7379 12973 8214 2214 7379,0,"Meme, TikTok and others"
13922 1819,1,religion
1429 9016 8054 13934 10252 4094 15270 8296 251 5021 11033 11380 5893 13424 8414 5002 9222 4625 5496 5827 6438 11685,1,religion
5734 1361 6980 13101 6399 11987 5788 393,1,"Meme, TikTok and others"
10570 12037 305 10489,1,celebrity
5744 12376,1,"Meme, TikTok and others"
6339 10192 12376 12376 5180 7846 8745 13555 3375 6203 14460,1,politics
3043 15112 8143 14521 10836 12178 1815 1522 10095 6991 8195 3043 13812,1,politics
15846 8640 3843 4337,1,religion
1629 1876 2031,1,crime
15021 14453 11412 10017 7078 2328 1562 14768 15603 8358 2704 13306,0,sports
14440 12918 594 4265 13990 9264,1,religion
10306 7962,1,religion
3627 10144 7231 1790 10532 4750 2501 7794 5238 15096 10123 10144 7231 2794 6512 6615 1747 12725 5214 11691 5214 4116,1,celebrity
12184 15667 5640 126 7722 759 10336 15060 13032 549 6766,0,"Meme, TikTok and others"
4556 11693 13283 1166 14524 7714 7489 13775 3777 10944 11044 9089 6868,0,celebrity
3739 8321 8692 15924,1,crime
71 10568 3692 3253 2320 9483 3267 3286 3692 3253 7962 9670 10236 11791 5698 5956 7962 15860 6393 11066 10051 6171 11791 10665 6831,0,religion
14635 13990 9519,0,crime
8054 1637 7705,1,"Meme, TikTok and others"
12185 8834 854 3185 14699 12926 13592 13616 5342 8721 14734 13592 3979 15096 14484 13534 373 7138 10336 3189 741 6958 11213 7398 12821 318 8220 5395 4478 533 2077 2077,0,politics
13227 426 14637 6533 9405 12818 8031 14503 7123 11439 10207 6157 4429 2204 1026,1,celebrity
1412 15300 11543 7350 8815 8303 13417,0,religion
6880 10115 4755 13441 10676 815 8561,0,crime
6518 1077 5501 7038 2023 9089 12840 246 8190 3958 14184 464 8451 12601 14285 3399 15830 13047 8510 10246 12376 8451 3698 6929 831 6881 6841 4936 15144 1979 3876,1,crime
7932 8925 10665 14575 13047 10821 10486 11458 6356 13954 2336 5349,0,celebrity
14676 7726 13496 8496,1,politics
7078 13984 12954 13331 6734 14207 7767 15367 15629 4269 4661 15042 8585,0,politics
11150 1819 1096 14635 9798 6987 4936 12236 1495,1,crime
6393 348 4135,0,religion
170 14573 1504 13333 6043 13442,0,religion
6518 7322 9056 1343 8939 3564 5898 9088 12170 134 6987 3697 6766 6518 10175 1770 5015 13032 464,1,crime
1429 7466 10483 6608,0,entertainment
7078 7558 10504 13990 9994 13990,0,sports
13072 4593 13205 9150,1,"Meme, TikTok and others"
10318 15521 15651 4557 10210 3754 9685 15521 15651 4557 14699 6353 4976 2204 5160 5577 13047 2793 3523 12415 4210 3969 3375 6672 11901 15340 11642 11599 13376 8028 14634 11401 13624 8393 6031 9334 9803 9812 7483 7402 682 13968 9236 10336 15287 10109 2316 3616 2174 6640 6540 2174 14700 6979 7109 2113 13296 6474 2824 6223 3656 15409,0,celebrity
8553 11927 3228 1562 466 9317 14243 7725,1,crime
7808 6671 3116 7930 12918 14072 26,1,entertainment
10347 6843 6256 3586 13637 10912 10415,1,sports
6120,1,religion
4645 8079 1770 2255 15788 8505 103 1073 15535 15755 3871 3672 11321 8214 14150 3252 3894 11171 917 6831,0,celebrity
1429 352 1108,1,politics
292 12994 10731 9947 12527 6094 4382 541 13164,1,celebrity
11885 15913 7552 11314 4635 8615 2490,1,entertainment
11343 10229 13192 11150 5735 10057,0,crime
12535 7078 3043 12475 15579 4810 312 15579 5355 12213,1,crime
11807 11302,1,entertainment
14925 2357 14925 13312 10637,0,politics
42 2978 8774 9966 3573 7231 9966 3638 8243 8774 13112 6930 3142 14941 580 3869 2014 13135 10519 4635 13018 6271 12670 12475 4553 5709 464 7962 14859 12119 10975 15788 3256 5576 4690 5971 7247 2362 2066,0,religion
13326 1343 7183 10081,1,"Meme, TikTok and others"
430 1429 5320 8054 7288 15238 6492 7247 7570 1850,1,"Meme, TikTok and others"
5439 9656 1145 2370 5476 8743 14780 4717 7605 4322 971 5349 5853 12631 6098 6512 10849 1819 462 8366 8366 13567 10704 1145 462 11006 15484 14873 5599 9613 9186 1145 9607 7080 2370 5476 12807 15431 11441 7939 5594 7315 15042 5028 5767 5626 1790,0,sports
10127 7078 14619,0,entertainment
6171 5642 15223 14930 13990 4635,0,"Meme, TikTok and others"
11017 5501 464,1,religion
8000 7007 8510 3253 7231 8610 13781 14861 15957 14981 8964 7231 11343 2942 12984 699 4137 4418 3203 11889 301 5118 10944 11343 14227 4210 15518 7078 11458 11376 6540 6571 1819 14514 3234 2134 2622 13005 5926 8767 2134 9150 7726 4695 9150 15762,1,sports
12182 6418,0,politics
15836 726 4669 6825 8585 7138 11473 502 6905 4041,1,celebrity
725 13983 5138 10815 4374 11438 7791 9249 9895 7138 2556 280 6540 7247 831,1,crime
15478 8143,1,religion
13134 9334 10005 13259 8414 10336 349 10031 14635,1,crime
9090 13023,1,religion
3348 105 5599 2204 7420 13047 3634 4824 15261 13547 4564 13344 6009,1,celebrity
10336 13627 11871 14613 5521 1542 12821 9150 37,1,entertainment
10872 6261 661 11920 7570 13267,1,sports
15095 14859 8190 13101,0,entertainment
170 14573 10570 5406 11120,1,religion
8939 9858 9938 3253 12277,0,sports
3370 13047 8143 7992 10038,1,sports
15836 9756 5501 464,1,"Meme, TikTok and others"
14836 7570,0,crime
1637 3169 7705,1,"Meme, TikTok and others"
14440 6705 10164 128 4331,1,"Meme, TikTok and others"
11220 11220 689 5098 502 11220 2077,1,religion
7078 14766 9056 4331 7406 9056 1343 15673 9056 8368 8595,0,sports
14721 14635 1996 5657 5017 9150 14981 6512 14072 14635 7998 203 5017 13164,1,crime
7078 10975 10168 10657 11367 13492 6831 5121 9074 14857 9207 2672 2448 13417 12531 8642 6315 1782 11367 6831 11927 6247 10168 6247 15275,0,religion
430 14440 9021 13696 2862 2684,1,crime
7078 7688 831 12681 9926 13047 5608 647,0,politics
11044 622 13773 11044 2336 9116 10984 10216 3934 3253 464 13430 2171 15095 3934 464,0,crime
11849 9536 4593 11849 4589 11849 4097 4661,1,religion
11663 13496 5368 3056 6540 5027 9301 26 3832 9192 26 7068,1,politics
15394 14607 15335 6540 622 7412 8358 13965,0,"Meme, TikTok and others"
12881 6317 15161 13531 8747 5642 15161 683 6098,1,crime
2435 1125 6090 8181,0,celebrity
1770 7247 15436 9089 2942 15952 13047 7231 15432 11044 5963 6816 10580 10580,0,crime
3509 12119 3509 6540 1961 14772 10611 1269 12670 5434 13954 9615 8695 8696 8695 5205 8164 2296 741 9493 11513 14318 14306 5690 12807 14741 8594 12681 13300 9251 13911 1363 5782 6540 9354 1546 13331 4815 10017 6919 9311 5028 13341 14410 1269 13597 7890 11045 7231 6116 7570 680 3453 2628 7384 10259 2836 15603 14496 9583 12807 15213 11458 3089 11814 13283 8209 13917 6919 305 2494 11701 6921 733 8941 15390 489 6728 11488 4249 11045 15894 2652 4701 9078 7959 7921 7639 5743 5494 13503 6919 11347 13001 1694 9664 3434 3396 660 759 5028 530 2090 10450 741 13071 10666 14929 11934 4834 8796 13672 2422 1819 5362 1677 1260 1560 5362 13954 1975 3146 356 1269 11347 1049 14859 13586 6114 6679 8695 3421 13944 13944 12807 3699 11921 11348 699 15738 14513 6829 6639 13672 8209 5127 12353 11458 9036 12070 13672 13841 6594 9000 6791 11014 5260 2146 8792 8162 2296 741 3434 2296 741 6791 13467 14773 8521 2065 6279 10128 13828 8380 3897 3120 9211 5028 1000 6977 8796 13672 8209 6172 15686 10128 3735 8033 7998 5674 11500 15633 12292 14706 11092 13589 11215 4856 11138 13944 13944 12807 5331 1353 839 8209 5127 15686 8841 1936 3735 2065 7250 2418 14969 9000 5064 12249 5028 3972 14898 860 1609 10128 3560 7308 8118 3434 11030 13633 12652 2362 14907 4770 6547 8125 6991 6625 14534 6831 13506 5160 8971 10828 12185 14881 13212 13506 2004 5584 6245 14010 4320,0,politics
10005,0,entertainment
8203 12266 1661 5600 5006,0,entertainment
13983 8734 15499 10164 2147 3314 219 15821,1,celebrity
12727 9184 7667 10944 699 8644 15095 14197,0,celebrity
7390 2519 12139 14072,1,"Meme, TikTok and others"
10486 8807 13209 7764 15556 4627 13047 930 10157 2287 9178 12351,0,politics
3260 6009 4557 13441 9485 13463 5194 1853,0,celebrity
6171 15413 4684 6831 6171 5479 1331 3874 10761 15470,0,religion
9603 996 15525 15252 11750 14187 9089 12493 13831 6540 3551 13044 4549 7570 14699 12968 6966 12486 12118 7187 8278,1,religion
7153 741 1203 13673 9334 4164 1275 831 7807 2500 631 11329 7536 7807,0,politics
14925 13047 5460 2113 3027 5188 6912 9609,1,"Meme, TikTok and others"
2113 756 7570 9613 831 11093 14066 9236 12703 2113 1160 12914,0,politics
9204 5746 7467,1,crime
10222 793 2204 3798 11212 9464 2204,1,celebrity
5751 4787 9193 4247 15819 5751 3253 831 12161 13933 4619 11773 11748,1,crime
4880 3203,0,entertainment
9594 10416 14836 11879 13804 246 10888,1,religion
9654 2283 11328,0,politics
5608 13423 6711 11693 10490 11345 11345 11345,0,entertainment
8583 4445 2852 12118 495 14861 2615 4138 3523 2366 3523 14643 11356 8254 3142,0,politics
3739 13047 15482 15581 4239 430 13032 464 13032 464,1,crime
11173 10164 4425 7078,0,entertainment
11150 4593 6201 4478,1,religion
15588 15588 5284 9089 2802 14913 5771 8826 5769 9142 15726 7286 14975 11515 8109 10763 518 9825 10925 13268 4576 15401 13718 7257 5608 13047 12746 2684 8817,0,celebrity
8648 4064 394 14947 12807 4331 2118 10180,1,entertainment
9056 1343 831,0,entertainment
11614 2171 7078 4168,0,"Meme, TikTok and others"
14026 8143,0,sports
11693 7868 26 8115 10001,1,"Meme, TikTok and others"
