sentence,hate,category
ছোটলোকের সন্তান।,1,sports
মাদারিকে স্যার গেন্না লাগে ওয়াক বমি করবো😷,1,celebrity
সেদিন বঙ্গবন্ধু স্যাটেলাইটে যেতাম।তাহলে আবাল মার্কা বিচারক না।😂😂😂😂,1,entertainment
মাশাআল্লাহ নামটা সুলতানি হুংকারটাও সুলতান মত,0,religion
উনার সম্পকে ভাল লিখেন বেচারা ওপারে গিয়েও শান্তি পাবে,0,celebrity
কুওার বাইচ্চারা,0,"Meme, TikTok and others"
ওবায়দুল কাদেরকে। খালেদার জিয়া জুতা পাহারাদার রাখবে নি,0,politics
ডিসি আইনের লোক খয়ে কু করম পরিবেশ টা খুব সুন্দর হৈই চই কাল বলিবে ডিসি গুজব,0,crime
সালি তর মিয়েদের থাইল্যান্ড পাঠানো ইচিত,1,entertainment
অল্পসময়ে গালমন্দ শেখার পেইজটা উপযুক্ত😛😂😂,0,celebrity
পরিবর্তন জরুরি,0,politics
সমাজ ব্যবস্তা দায়,0,entertainment
রানু বারভাতারিকে করো একটা দিন,1,"Meme, TikTok and others"
সবগুলো ফকিন্নি র পোলা,1,politics
এগুলা জারা জনমের মানুসের জনমো অমানুসের জনমো,0,politics
অপরাদি পাপন সাকিব ভাই আন্দলন কারন পাপনের পদতেক চাইসাকিব ভাই♥♥♥♥♥♥♥,0,sports
মিণ্মি একটা মাগী,1,crime
ভালো পয়সা লাগে না। দালাল মার্কা নায়ক নায়িকা,0,politics
কুততা দি য়ে মারো,1,"Meme, TikTok and others"
তুই কেবলই দুইটা হনুমান নিয়ে বিচারকের আসনে পাগল,1,entertainment
কোরআনের ব্যবসা ভালই চলছে আপনারা মাহফিল পরের গীবত আপনারা ইসলামের লোক কারবালার পন্তরের এজিদের পা চাটা কুকুর।,1,religion
রাজশাহী কাপ নিবে একমত আছেন,0,sports
এডিটিং এসব এক নো বল হাইলাইটস দেখান মিনিট ধরে।,0,sports
নির লজ্জো বাঙালি,0,crime
দারুণ সুন্দর হইছেআর ফুল নাটক দেখেছেন কে।,0,entertainment
ফাসি,0,religion
আপু ককচ্ছবাজারের মেয়েরা কেমন,0,"Meme, TikTok and others"
বিশ্য মাগি,1,entertainment
,0,crime
yes jara baje montobo kore tader ban korun,0,celebrity
নেক্সট প্রোগ্রাম চু বে ভুটকি শবনম ফারিয়া কালা মা গি মম কে🤣🤣 আক্সোদা দুই শালার অন্ডকোষের সাথে পাথর বাইধা দিয়া ভিডিও দেয়া হবে🤐🤐,1,entertainment
বলচে সবাই বেকার ফাক বয়😌😌,0,entertainment
কুত্তাটাকে কেটে টুকরো টুকরো বস্তায় ভরে ঝুলিয়ে,1,"Meme, TikTok and others"
মিন্নি মাগি পাসি,1,crime
দন বঙ্গবন্ধু টুর্নামেন্ট,0,sports
এরকম বলদ নায়িকা বাংলাদেশে কেমনে থকে মানুষিক রোগের ডাক্তার দেখানো দরকার,1,entertainment
কুত্তার বাচ্চারা তোরা ইহুদি ধর্ম কয় বলছি মদিনার নাম নেওয়ার,1,religion
দৌড় দিলো কই ভিউস পাওয়ার তোরাও এগুলা ক্যাপশনে দিস বাহ চুদির ভাই বাহ 😑,1,crime
তোর গুষ্টিসহ চুদবো খানকির পোলা,1,"Meme, TikTok and others"
মাদারচোদেরা তদন্তের কথা,1,crime
কুত্তার বাচ্চা মিথ্যা হেডলাইন দেছ,1,sports
খানকির বাচ্চা কারে কইলাম বুজ্জা লন।,1,politics
বালের মাসুদ রানা বালের অডিশন বোকাচোদা,1,entertainment
নাস্তিক দের মেরে মাটিতে পুতে,1,religion
জানুয়ার লীগকে গুলি কটে মারা দরকার।,1,politics
নাজিৰু ল আলী,0,"Meme, TikTok and others"
কুত্তার বাচ্চাকে ফাসি প্রতিবেশিদের ধন্যবাদ চারপাশে যেখানেই সকল জানোয়ার দের শিক্ষা,1,"Meme, TikTok and others"
গুলো গাধার বাচ্চা কম্পিটিশনে শুয়োরের বাচ্চারা জাজ হয়েছে,1,entertainment
স্যার ষাঁড় হোয়ে তোমারে ললিপপ বল বানায়ছিল কই সন্তানের চিন্তা তোমাকে সবাই রেট দিছে।তুই নেক্সট সানিলিওন।খেলা ।।,1,crime
হেডার পুতের কান্দে ছাতি ।কাউয়া।,1,politics
রুবেলের মত কুত্তা জাতীয় দল বাদ হোক।,1,sports
মিন্নির হাত আছে। দরে সময় সাভাবিক ছিল। মারার সময় সাভাবিক ছিল। কোপানর সময় ফিরাইসে,0,crime
সুন্দর নাটক দেখলাম। নাদিয়া খানমের ছোট বোন তিশা হা হা হা।তবে এরকম বান্ধবীর ছোট বোনের সাথে প্রেম বিয়েটা কমই হয়।,0,entertainment
খানকি মাঘির পুলা মাইয়া জাফর ষূয়োড় কমেন্ট করব করতেছে🐸। টিক এইটা ছাইতেছে ”জাফর স্যার স্যার মা বোনদের রেপ করলেও সমস্যা নাই”🐸 কমেন্টে সেইসব আছুদাদের ভার্জিনিটি সতীত্ব হারাতে রিপ্লে দাওয়াত যাইতেছে🐸,1,celebrity
মাগীর পুত তুই ষেয়ে আয়ছিস,1,"Meme, TikTok and others"
রানু পাগলি খমা নয়,0,"Meme, TikTok and others"
চেনেলটা বন্ধ দেওয়া রাজি আছেন লাইক দিন,0,"Meme, TikTok and others"
ভন্ড তাহিরী আরো মিজানুর রহমান একজন ভালো বক্তা ভালো মানুষ,0,religion
চামচার বাচ্চারা তোরা সবাই সত্যি কথা বলতেছোর লকটা মিথ্যা বলছে শালা চোরের ঘরের চোররা,1,sports
উয়ায়ায়ায়ায়ায়াক্ক উয়ায়ায়ায়ায়ায়ায়ায়াক্কক্কক্ক উয়ায়ায়ায়ায়ায়ায়ায়ায়ায়াক্কক্ক শেষ।,0,celebrity
ভিডিও তে পুরোপুরি মিন্নজড়িত,0,crime
নিজেকে নিয়ন্ত্রণ কর। অন্যকে অনুশাসন কর। নিয়ন্ত্রিত অন্যকেও নিয়ন্ত্রণ পারবে। নিজেকে নিয়ন্ত্রণ কঠিন।,0,politics
জয় বাংলাদেশ য় ধুনি,0,politics
তরে থাপ্পড় টেস নামা হারামজাদা,1,religion
সালারে বান দে,1,religion
টিপু ভাই ভিডিও সময় দেখি দিন কমেন্ট করিনাই করলাম কারন পাপন হারামির বাচ্চা তাকলে ক্রিকেট ধংস হইয়ে সালা হারামি পাপন একটা জুয়ারি হারামিকে পদত্যাগ সাতে আছেন 😂😂😂😂😂❤ইউ শাকিব❤মিস ইউ শাকিব,0,sports
পাপ্পুর গালে জুতা মারে তালে তালে।।বেসসার পুলা,1,sports
ভিডিওর শেষের এক পুলিশ ভাইকে ক্যাপ পরিহিত একজনের সাথে বিষয় নিয়েই কথা বলছেন।। ঘটনায় পুলিশ ভাইটি সরাসরি জড়িত বিচার সবাইর উচিৎ ।,0,crime
মুন্নি মাগি এখোন পুলিশ দরেনা,1,crime
হারামজাদা রে কাবাব বানানো দরকার,1,"Meme, TikTok and others"
দারুণ ছিলো👍 বাকি মালগুলোকে নিয়েও চাই। ওখানের ডিমপাড়া মুরগী শবনম ফারিয়া মাজারের খাদেম ফাহমি শেষের হাতমেরে ক্লান্ত আধাটাকলু ভাইটিকে দেখালে ছিলো। সবগুলিকে নেড়ে ভর্তা বানাও ভাই। অপেক্ষায় রইলাম,1,entertainment
হ্যাপি তুই ভালো br তুই ব্যাশ্যা। br লাগানোর সময় এসব মনে ছিলো,1,sports
নেক্সট এনায়েতুল্লাহ আব্বাসিকে,0,religion
বড দরনে লুচ্চা,1,crime
আহামরি না। ইউনিয়ন পরিষদের চেয়ারম্যান গাড়ি চালায়,0,politics
শখকে চোদে চাই হোগাই জুর,1,entertainment
আল্লাহ নিজ হাতে কঠিন তমক সাজা দেও,0,religion
অন্তর আগুনে অন্তর পুড়ে যায়।,0,entertainment
শালীর ছাওয়াল তোমরা চুমা চুমি ইডেড চালাও সাধারণ মানুষ একটা বাই বাতাস বড় চালিয়ে দাও ডিসি মুখের কথা শুনে ভালোভাবে বুঝা যাই শালার পুত মিথ্যা বলছে,1,crime
—ঠক ঠক ঠক —কে —খাঁটের তলা বের হন৷ ভয় যুদ্ধ শেষ। শীতকাল —আহা জাফড় ষাড়ের অসমাপ্ত আত্মজীবনী😪,1,celebrity
জামাইরটা খাইতে পরতে মজাই লাগে ফষ্টি নষ্টি বেডার লগে যত্তসব নারীজাতির কলঙ্ক স্বামি বিদেশ থাকলে থাকতে পারছ বিদেশি ছেলেকে বিয়ে করছ ধন সম্পদ লোভে br স্বামি বাহিরে উদ্দেশ্যে বলছি প্লিজ জামাই থাকতে কষ্ট কাছেই রাখুন সুখে শান্তিতে থাকুন। দয়া নষ্টামি নাহ।,1,entertainment
জুতা তোদের ফালতু,1,crime
তোর মাগী টাকা চুদি মালায়েসিয়া,1,"Meme, TikTok and others"
দুরু গাজা কুত্তার ছাওয়াল,1,religion
অবশেষে পেলাম বসের সন লাইব টেকনোলজী,0,entertainment
শালারা শুওরের বাচ্চা ইসলাম ধরনের কথা বলার সাহস পায় কেমনে,1,religion
টিভি চ্যানেলটি নাস্তিক খনি,0,religion
সঠিক কথা বন্ধু,0,religion
খানকীর পোলার গো নাটক দেখলে অামার ধন কাড়ায়,1,politics
হায়রে সন্তান বাবা কষ্টো খেয়ে সন্তানকে খাইয়েছো ধিক্কার জানাই তোর মত অমানুষকে,0,"Meme, TikTok and others"
রাস্তার মাঝ খানে ফেলে দিন,0,"Meme, TikTok and others"
বিকৃত মানসিকতার জনগোষ্ঠী ধ্বংসের পথে হাটতে চায়।কারন সমস্যা জিইয়ে কোনভাবেই সমস্যার সমাধান সম্ভব সমাজের স্ট্রাকচার ই দুর্নীতিগ্রস্থ।,0,celebrity
মাগির পুলা তরে পাইলে তর পুটকি দিয়া,1,"Meme, TikTok and others"
টুমি এট ডুষ্টু ক্যানু,0,celebrity
মাগির দুধ বড়,1,entertainment
ছাগল কোথাকার,1,entertainment
হিন্দু মালাউনের বাচ্ছা গরুর মুত খেয়ে নাটক পরিচালনা শুওরের বাচ্ছা।,1,entertainment
মহিলা সুন্দর আছে। লোভ সামলাইতে পারেনাই। আল্লাহ জানে কয়টা মেয়েরে ব্যাবহার,0,crime
দেশের মুক্তিযোদ্ধার নাম ডুবিয়ে দিয়েছে ক্লাব জুয়া খেলে,0,crime
শালা তর নাম ঠিকানা দে আহমাদ শফি রেজাউল করিম ওলিপুরি ভন্ড বলসে তরে,1,religion
শালা ভালো মানুষের ঘরে জানোয়ার জন্ম সালাই জলজ্যান্ত প্রমান,1,"Meme, TikTok and others"
কারন সৃজিতের ধন মোটা বড় ধন ঢুকে নি,1,entertainment
দেওয়ান বাগি কুকুরের চেয়েও খারাপ,1,religion
চক্রায় তেক দে।তোর চোর বাটপার ভরা। জামাত শিবির লইয়া মরছ সালা কুকুরের বাচ্চা আজকেও একজন মারা গেলো কুত্তালীগ করসত,1,celebrity
মাগীর দুই মরতে হলো।,1,crime
মাগী নাটকবাজ ভালো তদন্ত দেখলে ভালো,1,crime
মাগী টাও হুজুরকে কথা নাই।,1,religion
তাইলে ঐটা কার কবর,0,celebrity
খারাপ দেশর খেলোয়া ১০ বছর খেলে ১০০করতে পারেনি ১৮ বছর খেলে পারেনি,1,sports
ধন্য বাদ সওি গঠনা,0,crime
বালের তদন্ত,1,crime
লা নত পড়ুক মাদারের চোদের,1,"Meme, TikTok and others"
ময়ূরী সোনা দুইটা বড় করছ বাবারে টন,1,"Meme, TikTok and others"
শালার টুপি কই,1,religion
চোদানি আছে।,1,entertainment
চুদির পোলারা বাইচুদ বন্ধকরারদরকার,1,entertainment
তাজকিনকে চর মারার প্রতিযোগিতা হক,0,sports
রোস্টের ওস্তাদ রাফায়েত ফ্রম শো অফস ঢাকা 😉,0,entertainment
মাদার চুদ বলিস তুই,1,crime
দোর চোরের বাচছারা,1,politics
আল্লাহ সবাই হেফাজত করুন আমিন,0,politics
লুইচ্ছা সালার পুত,1,crime
ওরে সামনে পাইলে বোঝাইতাম মানুষ জানোয়ার ফাসি দেয়া দরকার,1,"Meme, TikTok and others"
তোর কপালে জুতা মারি শালার পুত,1,sports
মুক্তিযোদ্ধা ক্লাব মুক্তিযুদ্ধকে পন্য বানিয়ে একদল কুত্তার বাচ্চারা ব্যাবসা করে। ওরাই মুখে মুক্তিযুদ্ধের নাম মুখে ফেনা ফেলে। হোগা মদের বোতল গুলা ঢুকাই দেয়া দরকার ছিলো। হালারা মাদার দ। গালি দিয়েছি তারপরেও একদল লোক কমেন্টের রিপ্লাইতে দুয়ো দিবে।,1,crime
জামালপুর ডিসির কথা মনে 🤪🤪🤪,0,sports
মালে কয সারের দুষ ত চুদল তোমাকে,1,crime
আজরাইল নাকের ডগায় ঘুরে খোদার কথা খুব মনে পড়ে😁😁,0,celebrity
আপনারা চোর জনগণ ভালো জানে জনগণের সামনে দুধে ধোয়া তুলসীপাতা হওয়ার প্রয়োজন,0,sports
ভাঙ্গিস শালা ডিসির মুখে দাড়ি,1,crime
মনে সুপার ওভার জয়ের নায়ক মজিব উর রহমান জাদরান,0,sports
বাংলাদেশের মানুষকে আবেদন করতেছি বাংলাদেশের আপনারা খেলা দেখবেন বাংলাদেশের মানুষের হাতে পায়ে ধরি মাদারচুদ লীগপ্লিজ প্লিজপ্লিজপ্লিজপ্লিজপ্লিজবাংলাদেশের বলুন।,1,sports
দলকানা চাটুকার বুদ্ধি বেশ্যা এমনই হয়৷,0,celebrity
খানকির ছেলে,1,celebrity
বোকাচুদা রা,1,entertainment
কামলাচোদারা মুসফিক নিজেও করতো না।খানকিরপোলারা মুসফিক মুসফিক পাবলিকের কারনে।ছেলেটা ছরি বলছে তারপরও এতো অপমান মাদারচোদের বাচ্চারা,1,sports
একপেশে মুক্তিযুদ্ধ মুক্তিযুদ্ধের পক্ষশক্তি বোঝাতে ভুয়া মুক্তিযোদ্ধা তৈরি স্বাধীন মতামতহীন ব্যবস্থা বিচার ব্যবস্থার স্বাধীনতা ধ্বংস অর্থনৈতিক দূর্বিত্তায়ন— এসব মুক্তিযুদ্ধের চেতণার,0,celebrity
হালা একজন রাজাগার আহংকারী ছিলো এরকম দশা,1,"Meme, TikTok and others"
সালের ভন্ডরে জঙ্গির দল মারামারি ছাড়ে,1,religion
শালী পপি তুই জানার আমিন খানের সাথে আসলি কেনো শাকিব তর খেলার সাথি পাট ক্ষেথে যাবার গালি আইচ্ছ আসলে তুই অস্টেলিয়ার গাই।,1,entertainment
দেশে হাজার কোটি ডলার রিজার্ভ চুরি হয়।সে দেশের মন্ত্রী কোটি টাকার ঘড়ি পরবেন।এটা খুব সাধারন ব্যাপার,0,politics
মিলটা আরো সুন্দর,0,entertainment
এসব আচোদা হুজুরেরা ধর্ম ইসলাম হাইজ্যাক,1,sports
এতো রাতে পিউর বিনোদন উপভোগ আসিলাম,0,celebrity
সালা তোই এতো বড় জানোয়ার সালা তোর মরন কেমনে,1,religion
মাদারচুদ পিরের পোলাররে জোতা মার আমারে লো,1,religion
একটাও কারন অপু,0,"Meme, TikTok and others"
পরিণতি এরকমই হয়। মনের দিক আওয়ামী নয়। সুবিধাবাদী। একা নির্বাচন বুঝতে পারতো।,0,politics
কবর পূজারিরা কবরের মাজারের রওজার বিরুদ্ধে কথা শুনলে শরীরে আগুন লেগে । কারন ওরাই আসল শয়তানের বড়ো পান্ডা ॥,0,religion
আলহামদুলিল্লাহ। খুনিদের এভাবে বিচার,0,crime
একি মায়ের দুই সন্তান। একটা জাত আরেকটা কু জাত কেমনে উদাহরণ শ্রদ্ধেয় হুমায়ুন স্যার 👹,0,celebrity
জন্মের দোষ,0,sports
মনে মনে মনে আফসুস কেনো মেয়ে জন্মগ্রহণ করলাম না। ধর্ষণ মনে পানি ভাত,0,celebrity
স্যার একটা কুত্তা লীগ,1,politics
ধুয়ে ভাই। 🤣🤣🤣,0,entertainment
হা হা হা বেগম জিয়ার সাথে কা দি রা ভাইয়া রে তুলনা 😆😆😆😆😆,0,politics
মাদারচুদ হুজুর তর মাকে চুচি,1,religion
মন্তব্য বানান রাখবেন। উত্তেজিত অবস্থায় দ্রুত মন্তব্য বানান ভুল না। মন্তব্য পড়ি পড়তে অসুবিধা হয়। জনস্বার্থেঃ কমেন্ট রিডার অ্যাসোসিয়েশন অফ বাংলাদেশ🐸,0,celebrity
ভুলে ভুলে জীবনটা শেষ ভালোবেসে ভুল করেছি কাঁদে মানুষ,0,entertainment
পাপান তুই শেশ মাদার চোদ,1,sports
পাপন ভাইরে তর বয়স হইছে।আল্লা ভাই।,0,sports
পাপন সাহেবেরা পারে।,0,sports
মিজানুর রহমানের শয়তানের বাচ্চা ভন্ড ভন্ড,1,religion
স্যার চার বাচ্চার মা একটা খোলা চিঠি লিখে বেঁচে থাকবার সাহস দিন। বাধিত হব,0,celebrity
মাগি হিন্দু হিন্দুর বাচ্চারা মিথ্যা,1,politics
এক পায়ের ছবিটা বাকি টুকু কোথায় ছবি পুরাটা এখনো শেষ ভাই বাকি অংশ দিলে খুব ভালাে মতামত জানাবেন,0,entertainment
অপু উকিল একটা বড় ভোট ডাকাত আসনে ভোট ডাকাতি ক্ষমতা এসেছে স্বামী প্রমাণ মুখ ভোটের কথা শুভা পায় লজ্জা থাকতো কথা বলতো না। হারামির বাচ্ছা,0,politics
স্যার জুতা পিঠালে ভালো,0,politics
হাহাহাহা,0,politics
থাড় কেলাশ রানু,0,"Meme, TikTok and others"
অপুকে দিলে ভালো হতো,0,entertainment
ছেলেকে পেটানো দরকার,1,"Meme, TikTok and others"
বড় মানুষদের অসম্মান করাটা গৌরবের কমেন্ট করীরা প্লিজ মানুষ সম্মান পাড়লে অসম্মান না।,0,celebrity
শাবনুর কথা,0,entertainment
মাগিরে ভালো চোদা দিলে গেয়ান পাবে,1,crime
আরা চোদা পরিচালক কিভাবে লাশ মাটি জানে সালারা লুচ্ছামি আসে পাবলিকের টাকা হাতিয়ে আসে গর্দভ মার্কা ছবি কিভাবে রিলিজ দিলো,1,entertainment
হিজলা নায়ক কেমনে বালের ছবি,1,entertainment
আরে তুই মাগি,1,crime
কুত্তারে সামনে পাইতাম অফফফফফফফ ভাষায় বললাম,1,"Meme, TikTok and others"
কষ্ট লাগে মনে,0,entertainment
ই দুই হেন্ডা মারানি রে স্টেজে পালাই সামনে চোদার দরকার ছিল।আর দুই আবাল হইলে স্টেজে গালের চোড় বসাই দিতাম সামনে। সবচেয়ে বড়ো কথা হেন্ডা মারানি গোরে দেখি বিছা খাড়াই এখোনি আবাল র মারে চুদি মাগি গোরে স্টেজে চুদি,1,entertainment
wow it s definitely amazing picture thanks naim to draw the picture happy birthday toooo zafar sir,0,celebrity
সবাই বুঝে ভাই । পাপন কুক্তার বাচ্চা জানোয়ারের কাজ। পাপন মাদার চোট,1,sports
খানকির পোলারে শুক্রবার জুমার নামাজের বায়তুল মোকাররমের সামনে জুতাপেটা তারপরে ফাঁসিতে ঝুলানো 💯🤙✋,1,religion
আবাল দেশটা ভরে,1,sports
ডাঃ জাকির নায়েক নির্দোষী,0,"Meme, TikTok and others"
হে আল্লাহ দেখলাম পৃথিবীতে শুরু জানোয়ারের আল্লাহর গজব পড়ে,1,"Meme, TikTok and others"
ডাকাতের মত,1,crime
মাগির বাসা কই আল্লাহর গজব পড়বে আল্লাহ বুঝার তৌফিক দিন,1,religion
হৈ চৈ লাভ নুসরাত বোন হতো কুত্তার বাচ্চাদের নিজ হাতে ফাঁসি দিতাম,1,crime
শাউয়া তোরে চোদে শাউয়া তুই এইবার অফ যা😡 তোর চোখের চশম জোড়া গোল গোল শাউয়া তুই আস্ত একটা মাদারচো 🐸,1,celebrity
তোর মাকে চুদি তুই ভিডিও কেটেছিস কেনো,1,crime
চালিয়ে যান। আছি।আপনারা ভন্ড আবু সুফিয়ান আল কাদেরী সম্পকে আরো ভিডিও দেন।তবে হকের,0,religion
শেষের মাগীর নাম যানিনা আরে সালি কার সাথে কার তুলনা দিয়েছিস ভুট চোরি দল কাদের খারা একটা মাদারচুত কথা মোল্য কিসের পান্তা বাতে ঘী,1,politics
জারজ শিবির বিএনপি ছাগলের দল রাজপথে স্থান দেশে মানুষ বিদেশী বন্ধুদের স্থান ফেইসবুকে নামে বেনামে ফেইক আইডি খুলে গুজব মিথ্যাচার গালিবাজি পাকি বীর্যের কিট পতিতাতলে জন্ম জারজ গুলো দিন বাংলাদেশে মাথা উচু বাঁচাতে পারবি খুনি ধর্ষন গোলাম আযম নিজামী সাইদী রাজাকারদের চোদনে এতিমের টাকা চোর খালেদার ওরজে জন্ম পতিতালয়ের সন্তান গুলো হাহাহা রিয়েক্ট্য বাজে কমেন্ট,1,celebrity
আপনারা বলছেন অনুমান মেয়েটি চাকরি বাঁচাতে জামালপুরের ডি সি র সাথে শারীরিক সম্পর্ক করেছেন। বুঝাতে চাইছেন বুঝলাম না। অন্তরঙ্গ ভাব মনে টাইপের পতিতা ঘটনার সঠিক তদন্তের এইসব কুলাঙ্গারদের বহিষ্কার হোক।,1,crime
আহারে মানুষ রংয়ের ডংয়ের দেখলাম,0,crime
যোগ্য পদ উচিৎ নয়।বোকা অভিযোগ,0,politics
মাসুদ একটা মাদার চোদ শালা ফকিন্নির পোলা শালার চুলের অবস্থা বস্তির পোলা,1,entertainment
গরু কোথায় আসলো,0,religion
পতিতা ইজ বেটার দ্যান বারোভাতারি 😂 br br এসব বারোভাতারি দের মতন নিষ্পাপ ছেলেরা এভাবেই গোল্লায়,1,entertainment
ভাই মতে মিথিলাকে ঘোড়ার সোনা দেখাতে,1,entertainment
ছাগল মাকা পরিচালোক এফডিসি কমিটুলা গাফক্লাব মভি শেস শালা ফকির মভির লাস্টে বাবার পতিশদ,1,entertainment
আপনারা বালের বিচারক হইছেন ওইখানে থাকতাম তোদেরকে জুতাপিটা করতাম ওরে চুদে দিতাম,1,entertainment
আল্লাহ্ নাস্তিকদের খেদায়েত আমিন।।,0,religion
সালির মারে চুদাও,1,entertainment
শিক্ষক নামের একটা বুকাচুদা।,1,celebrity
বিপিএল ফাইনাল ম্যাচে দল সাপোর্ট করতেন খুলনা টাইগার্স রাজশাহীর রয়েলস।,0,sports
নাটক দেখতাম চুদব সালা কুত্তার বাচ্ছা গুলা,1,entertainment
এইসব বাঙালির কাজই যেকোনো মানুষের সম্পর্কে জেনে উল্টা পাল্টা কমেন্ট সাথে একমত,0,"Meme, TikTok and others"
রাইট বলছে,0,sports
লজজা বিহিন হাছিনার পরিবরতন চাই ভোট চোর হাছিনা কাউয়া কা কা করিস নারে,0,politics
শালায় একটা মাদারচোদআল্লাহ অর সন্তান হাতে জেনো একি মাইর খাওয়ার তোওফিক দান আমিন,1,"Meme, TikTok and others"
কুত্তা লিগ ডিজিটাল হইচে হইচে আন্ডা লিগ,1,politics
মাদার চুদরা দারিয়ে দেকলো,1,crime
শুধূ কাশ্মীর স্বাধীন কারন গোরক্ষা লাভ জিহাদ মব লিচিং মুসলিম অবমাননা বিদ্বেষ ছড়ানো আর্থিক দুর্বল বেশি দূরে,0,"Meme, TikTok and others"
ফ্যাসিস্ট আওয়ামী লীগের একজন সমর্থক বুদ্ধিজীবি হিসেবে ফ্যাসিস্ট সাপোর্টিং লেখা কলাম গুলোর তীব্র বিরোধী । প্রায়ই বিরুদ্ধে কলম ফেইসবুকে ব্যাবচ্ছেদ । হামলা মেনে পারিনি হামলাকে তীব্র নিন্দা জানানোর কারণে অনেকই টিপ্পনি কেটেছে ।কিন্তু সুস্থতা কামন করছি । আসুন লিখুন আমিও প্রস্তুত হচ্ছি মতামতের সমালোচনা ।,0,celebrity
জীবন মাএ শুরু ই গিবত গাওয়া শুরু সালা বেয়াদব,1,religion
মাকে বলেন। নির্বাচন বিহীন সরকার উৎখাত মানুষের স্বাভাবিক অধিকার বজায় থাকবে। হলফ আপনাদরকে কখনই টিকতে দিবেনা।,0,politics
ভালো লাগে দেখতেনাটক গুলো,0,entertainment
শুয়োরের বাচ্চা,1,"Meme, TikTok and others"
কুক্কালিগ,1,politics
শালি পতিতা,1,religion
পায়খানার গু ভিতর ধ্যান করলো ৩ দিন গু খাইতে খাইতে এগুলা মনে ছিলো গু খেয়ে পেট ভরে জ্ঞান ফিরলো😎😎😎😜😜😜👅,0,celebrity
তোর মত বিচিহীন মানুষ মন্তব্য অনুচিত হবে।।।,1,celebrity
সালা তুই একটা কুকুর তোকে কুকুরের সাথে তুলনা করলাম সুন্দরী বৌ ময়লায় চাটা দেও,1,crime
দেব চৌধুরী আরেক বাইনচোদ,1,sports
সালা নাটক,0,politics
ওতো মানুশ জানোয়ার,1,"Meme, TikTok and others"
তোদের কাম সালার পুত একটা মাগি সামনে আছদ,1,entertainment
ছাত্ররা রাজাকার বলেছে কোটা বাতিল সংস্কার দুইটা ব্যাপার জেনে লিখাটি লিখেন চশমা পরিষ্কার জানার পরও লিখেন চশমাটা আজীবনের খুলে । বাকি কথা বললাম । বলেছে শেষকথা বুদ্ধিজীবী নিশ্চয় হয়না,0,celebrity
ইমান চুরের দল সরব এক সাতে আবুজাহে ছেলেরা সাদারন মানুসে ইমান চুরি করছ তরা,0,religion
শাকিব খান ছাড়া মাসুদ রানা ছবি মুক্তি পেলে কুত্তাগুলো সিনেমা গিয়ে দেখবে মত কোটি সাকিব ভক্ত সিনেমাহলের মুখে প্রসাব দিবে দেবে বাংলা মুভি ছাড়া মুভি দেখতাম বাংলা মুভি দেখলে দুইবার থুতু দিয়ে যায় মাঝে মাঝে সাকিবের মুভি দেখি সাকিব ভাইয়ের অন্যসব নায়কের মুভি মুখে প্রসাব দেয়,1,entertainment
এইটা নিশ্চই কোলকাতার যানোয়ার দিনের রিমান্ড দেয়া ব্রদার,0,"Meme, TikTok and others"
বলদা ভিডিও,1,crime
তাহসান মানে ভালোবাসার আরেক নাম,0,entertainment
হুম,0,sports
সাথে মিনি জড়িত,0,crime
ডি সি সাধনা করতেছে হায় ডি সি সুন্দর বউ থাকতে সাধনা গেলি,0,crime
মাংগের মুশফিক,0,sports
অসাধারণ ম্যাচ হয়েছে👌👌,0,sports
হিরু হওয়ার সখ মিটিয়ে দিছে😂 বেশির ভাগ অভার স্মার্ট হিজড়ে টাইপের😃 আমিই একমাত্র ব্যক্তি মাসুদ রানা জানি না😕 হোগার পোলারে গার্লফ্রন্ডের সাথে ফোনে কথা বলাতেই দিলো আরেকটারে দিল গালফেন্ডের বিয়ে,1,entertainment
গুন্ডালিগ,1,politics
খানকির মাগি যতো গুজব ছড়াছিস,1,"Meme, TikTok and others"
উন্নত দেশ কিনা মাগী বাজ।এদের ভালো আশা না। এদেরকে বহিষ্কার পদ থেকে।,1,crime
কুকুরের লেজ ঘি ডলে সোজা আধুনিক যুগের খানকি,1,entertainment
ভাই কথা গোলা বালো লাগছে,0,sports
এরকম মাগীর পোলাদের জন্যই ধর্ষকেরা ছাড় পায়।,1,crime
শালায় একটা বাটপার বালের পোলা পিচ্ছি টায়,1,religion
হালা বাইনচুত সরি খারাপ কথা জন্য।,1,celebrity
জুতা মারা দরকার বুইড়া শালা মুরগি চুর,1,religion
নয়নের মন্নি ফাঁসি চাই,0,"Meme, TikTok and others"
থাপরানোর দরকার কমিটির লোকদের কারন ফাইব পাস করেনি মাওলানা মুফতি গুলা গাজা খোর,0,religion
বাংলাদেশ উপরের কর্মকর্তা সকলে খানকির বাচ্চা খানকির বাচ্চারা চায় ধ্বংস,1,sports
তোর হ্যাডাটা ফাটাবো 😂😂😂,1,entertainment
কোথায় আগরতলা কোথায় পুন্দেরতলা বেগম জিয়া কাউয়া,1,politics
সাকিব লুচ্ছা,1,"Meme, TikTok and others"
জিকির বাবুল গানের নাচা নাচি আল্লা সকলের সঠিক বুঝ বোঝার তোউফিক দান করুন আমিন,0,religion
