sentence,hate,category
বাঙালি সংস্কৃতির উপর একটা পর্ব চাই কোনটা বাঙালি সংস্কৃতি বা ঐতিহ্য কোনটা হিন্দু সংস্কৃতি আর কোনটা মুসলিম সংস্কৃতি বিশেষ করে পহেলা বৈশাখের মঙ্গল শোভাযাত্রা ও পান্তা ইলিশ এর উপর বিস্তারিত দলিল সহ সবসময় যেমনটি আপনি দেন☺ একটা বিশ্লেষণ ধর্মী জাতীয় সংগীত পর্বের মত পর্ব উপহার দিলে অনেক উপকৃত হতাম পাশাপাশি সবারই একটা স্পষ্ট ধারনা সৃষ্টি হবে।,0,politics
yes.jara baje montobo kore tader ban korun,0,celebrity
এই কুত্তা কে জবাই করা উচিৎ🥶🥶,1,"Meme, TikTok and others"
এমন আচোদা ভিডিও করার মানে কি আপনারা কি এখন দুধ নিয়ে গবেষণা করা শুরু করতেছেন নাকি মানুষকে এইসব কাজে উৎসাহিত করছেন এধরনের একটা ভালো চ্যানেল থেকে এসব কনটেন্ট কখনও আশা করি নাই এমন বোকাচোদা উপস্থাপিকা আমি জীবনে দেখি নাই উনিও মনে হয় এই অপারেশন টা করাতে চাই বুড়া বয়সে এই দুধ নিয়া যখন সোজা হয়ে দাঁড়াতে পারবি না তখন বুঝবি 😡,1,entertainment
গাজা খায় আমি দেকছি,0,religion
কাকে বর্জন করা উচিত ঢাকা বিশ্ববিদ্যালয়কে না ওখানকার শিক্ষকদের নাকি ছাত্রলীগকে নাকি নুরুলকে?,0,politics
মাদার চোদ পাপন সালা তোর পদোতেক চাই,1,sports
আরো কতকিছু শোনব কুত্তা লীগ হেলমেট লীগ গুন্ডা লীগ জারস কুলাংগার ও শেষমেশ ডিম লীগ। বাহ বাহ এটাই বর্তমান সরকারের ডিজিটাল শিক্ষাঙ্গনের ডিজিটাল হাল,1,politics
পর্ণ তারকারে চাকরি দিলো কেমনে,1,crime
দেওয়ানগাভী,0,religion
এই শালি আসল খুনি সিসিটিভিতে পরিস্কার দেখা যাচ্ছে রিফাত কে জখন কিল গুসি মার ছিলো তখন এই মিন্নী সাবাবিক ভাবে হাটছিলো এই আসল খুনি,1,crime
খানকির পোলারে প্রশ্ন করতে মাল পড়ে গেছে। সব জায়গায় ঢেলে দিতে মন চায় মাগির পোলা,1,crime
মাগির বাসা কই আল্লাহর গজব পড়বে আল্লাহ বুঝার তৌফিক দিন,1,religion
শালা জেনাহুর পাগল হয়ে গেছে,1,crime
এ আবার কোন ধরনের ভিডিও,0,entertainment
গানটার জন্য শুভকামনা এবং ভালোবাসা রইলো কিন্তু গান ওইটাই সবচেয়ে মানে সাবাস বাংলাদেশ সবার মনে একটাই হৃদয়ে জায়গা করে নিয়েছে,0,sports
যে যেখানে বশার জোজ্ঞো না তাকে শেখানে বশালো বাচ্চা পোলাটার কথা ফালতু মনে হলো।। এই সব হচ্চে কিয়ামতের আলামাত। তুমি তোমার আম্মুর দুদু খেয়ে আগে বর হও,0,religion
শালা মিজানুর রহমান তুই পাগল নবিকে বলিস সিক্স পিক,0,religion
এই জানোয়ারের বাচ্চা জেথাই থাকুক না কেন ওকে ধরে এনে ফাসি দেওয়া উচিৎ,1,"Meme, TikTok and others"
মদিকেজুতামারাহক,1,"Meme, TikTok and others"
ঐ মাদারচুদ বেব,1,"Meme, TikTok and others"
মাশা আল্লাহ আলহামদুলিল্লাহ টিক কথা বলে চেন অনেক সুন্দর আলোচনা আমরা খুঁজি হয়েছি আপনাকে অনেক ধন্যবাদ আলহামদুলিল্লাহ ভালোই বুঝার চেষ্টা করি আমিন আমিন আমিন আল্লাহ পাক হেদায়েত দান করুন আমিন আমিন আমিন আল্লাহ,0,religion
আমি মাদারচোদ দেখিনি  তবে জাফর ইকবাল কে দেখেছি।।,0,celebrity
ডিসির জন্য সাধনা হারবাল সমাধান,0,crime
"অসাধারণ  লেখা। আমাদের দেশের উন্নতি করতে হলে অবশ্যই শিক্ষাব্যবস্থায় একটা পরিবর্তন আনা দরকার। আমাদের দেশে ভাল কাজের সন্মানী খুব কম যেটা শিক্ষকদের অবস্থা দেখে বোঝা যায়। শুধু তাই নয়, আমাদের দেশে পরীক্ষা নিয়ে এক প্রকার চাপ  শিশুদের মাঝে সৃষ্টি করা হয়। এটি এমন চাপ, যার ফলেই শিশুরা বাধ্য হয় ফাঁস  হওয়া প্রশ্ন দেখতে। সবাই শিশুদের কাছে ভাল ফল প্রত্যাশা করে যার ফলে তার  উপর চাপ সৃষ্টি হয়। ফলে সবাই চিন্তা করে কীভাবে ভাল ফল করা যাবে, কেউ এটা  চিন্তা করে না যে কীভাবে জ্ঞান অর্জন করা যাবে। আজকাল লেখাপড়া এমন এক  পর্যায়ে চলে গিয়েছে, যেখানে মানুষ পড়ে পরীক্ষায় ভাল ফলের জন্য আর ভাল  বেতনের চাকরীর জন্য। কেউ জ্ঞান অর্জনের জন্য পড়ে না। এর সমাধান হচ্ছে  শিক্ষাব্যবস্থার পরিবর্তন। আর বর্তমান শিক্ষামন্ত্রী মনে করেন, ডায়রিয়া হলে  টয়লেটে যাওয়া বন্ধ করতে হবে বা মাথা ব্যথা হলে মাথা কেটে ফেলে দিতে হবে।  তাই তিনি কোচিং বন্ধ করতে লটারীর মাধ্যমে ভর্তির ব্যবস্থা করেছেন আবার  প্রশ্ন ফাস বন্ধে ফেসবুক বন্ধ করে দিতে চান। এটি মোটেও কোনো সমাধান নয়।  আমাদের দেশের সব শিক্ষার্থী যদি জ্ঞান অর্জনের লক্ষ্যে পড়ে, তবে এদেশ অতি  দ্রুত উন্নতির পথে এগিয়ে যাবে।",0,celebrity
আমার আমাদের টাকা,0,politics
হের মার চুদ,1,religion
একটা জিনিস অবাক করা বিষয় যে রিফাত হত্যার আসামিদের কেউ পাঞ্জাবী পরা ছিল না। কিন্তু এই শর্টফিল্মে মূল অপরাধীকেই পাঞ্জাবী পরানো হয়েছে। ধর্মীয় পোশাকের সাথে মিল থাকে এমন পোশাক কেন অপরাধীকে পরিয়ে অভিনয় করানো হয়। ধর্মীয় প্রতিকগুলো নিয়ে এতো চুলকানি কেন????????????????,0,crime
নায়ক আসলে কে?,0,entertainment
যারা কমেন্ট গালা গালি কর্রা তারা তানর মত যুগ্যব্যাক্তি হন তানর বয়স হয় তাহলে শিশু হন কিবাভে??? গাদার দল,0,religion
"বেশ্যার দালাল...যখন তোর আম্মা নিরপরাধ আন্দোলনকারীদের রাজাকার ডাকলো, তখন কই ছিলি?  তোর নানাই তো রাজাকার। তোর রক্তে রাজাকার আর দালালি থাকবো, এইটাই স্বাভাবিক ।",1,celebrity
তোকে চুদার পক্ষে,1,"Meme, TikTok and others"
ইন্ডিয়ার ধোন চুষবি,0,"Meme, TikTok and others"
ওরা দুজনে এক হলে লাখো লাখো জনতা খুব খুশি হবে,0,"Meme, TikTok and others"
ইনু চাচা ভোটার বিহিন নির্বাচন হলে তো সাধীন বাংলাদেশ হবে ।আর সাধীন নতার সাধ জাগে উঠবে জনগণের মধ্যে ইন শাললা।,0,politics
এডমিন তুই ভন্ড।,0,religion
এই কুকুর তুই নামাজ নিয়া খারাপ কথা বলিস না তা না হলে তোর জিব্বা টান দিয়া নিয়া আইসা কুত্তার ধনের লগে বেঁধে রাখমু,1,"Meme, TikTok and others"
বাই আল্লাহা আপনার হেফাজত করুন,0,entertainment
এরা হয় কি ভাবে জাজ সব কয়টা ছাগলের বাচ্ছা এর থেকে জাজ,1,entertainment
সরকারি ক্যাডার লুচ্চো,1,crime
দোর সালা মাগির পোত,1,politics
এই ভন্ডের গুণকীর্তন করাকে অনেজকে জ্ঞানীর ভাবসাব মনে করে 😁 তাই এই আবালেরা মিডিয়া র বানোনো হিরু ইকবাললের  লুচ্চামি দেখেনা।।,0,celebrity
ওবায়দুল কাদের কাউয়া ভুয়া আল্লাহু ঘজব দিয়ে ওবায়দুল কাদের আল্লাহু বিচার কি ভাবে করে তা এখন সারা দুনিয়া এখন তা সবাই জানে আওমিলিগে উপর ঘজব নাজিল হয়েছে আওমিলিগের লোক মোনাফেক এবং নাস্তিক এদের ধংশো আল্লাপাক করবেন,0,politics
কুত্তালীগের জারজরা একটু অপেক্ষা কর!! তোরা পালাবার সুযোগ পাবি না তোদের লাশ মিলবে নদীর ধারে বা কোন ঝংগলে,1,politics
"স্যারের এই লেখায় বঙ্গবন্ধু,বঙ্গবন্ধুর কন্যা,মুক্তিযোদ্ধের কথিত সপক্ষ দলকে তৈল মর্দন মুলক বাক্য না পেয়ে হতাশ হয়েছি! লেখার শেষে অন্তত #জয় বাংলা বলবেন স্যার প্লিজ :)",0,celebrity
এই লুচ্চার বিচার হবেনা,1,crime
ভন্ড সালার মারে আমি গোয়াল ঘরে দেখছি ?,1,religion
বসেন বসেন বইসা যান তাহেরি তোর মার গুদ মার,1,religion
শালার বন্ড গ্রুপ পাইলে একটা একটা করে ধরিয়া হাকি ওলা বাশ পাছা দিয়া ঢুকিয়া মৃত্যুর টিকিট হাতে ধরাইয়া দিতাম।,1,crime
এই মাগীর কাহিনি দেখে এখন নিজেকে নিয়ে ই লজ্জা লাগে। আমিও জে একটা মেয়ে বলতে খুব খারাপ লাগে,1,entertainment
শালা তুই ও তো বাল পাকনা।,1,religion
কেউ হয় হুমায়ুন আহমেদ আর কেউবা জাফর ইকবাল।,0,celebrity
হাইরে নিজে আকাম করছে আবার নিজেই তদন্ত করবে। জিনিয়াস তো।,0,crime
যাদের পেট ভরে গেছে তারা অনায়াসে যাতে দেশ ত্যাগ করতে পারে তারই ধারাবাহিকতার প্রথম ভাগ এটি আস্তে আস্তে সবাই চলে যাবে পরি শেষে দেশ শূন্য করে অনুপ্রবেশ কাড়িদের হাতে তুলে দিয়ে সবাই পাড়ি জমাবে বিদেশে এভাবেই চলবে বাংলাদেশ ।,0,politics
এই নাস্তিক দের কে মেরে মাটিতে পুতে দেওয়া উচিত,1,religion
আজকে যারা আপনাকে গালি দিচ্ছে দুই দিন আগেও কিন্তু আপনার ভক্ত হয়ে বসেছিল যখন আপনি সংস্কারের পক্ষে বললেন । আজও কিন্তু আপনি সংস্কার এর বিপক্ষে স্টেটমেন্ট দেন নি । তাহলে রাগ টা কোথায় ? রাগ হল ওদের বিরুদ্ধে এখন কিছুই বলা যাবে না । উনারা এখন দেশের মা বাপ সেজে বসে আছে ! রাস্তা আটকাবে এটা তো অধিকার । কখনো নিজেকে মুক্তিযুদ্ধের চেতনায় বিশ্বাসী বলবে তো কখনো নিজেদের বলবে রাজাকার । ওদের ইচ্ছা । যখন খুশি তাকে মুক্তিযোদ্ধা বানাবে । কখনো বীরশ্রেষ্ঠ বানাবে ! কিছুদিন পরে স্বাধীনতা সংগ্রামের সর্বাধিনায়কও বানাবে । প্ল্যাকার্ড নিয়ে বসে থাকবে ' আমি রাজাকারের বাচ্চা আমার পিতা শেখ মুজিব ' । যাই করুক ওদের কেও কিছু বলা যাবে না । রাতারাতি আপনি সুবিধাভোগী হয়ে যাবেন !,0,celebrity
এ মাগির দুধ গুলি বেকু দিয়ে পিটতে হবে হাতে দিয়ে হবেনা,1,entertainment
"ছাগুদের ম্যা ম্যা আওয়াজে চারপাশ ভারী হয়ে উঠেছে।  রাস্তাঘাটে চোদা খেয়ে,ছাগুদের প্রিয় স্থান এখন মানুষের কমেন্টসবক্স",1,celebrity
তর মারে চুদি,1,religion
ভুল তথ্য না দিয়ে ভালো হয়ে যাও সময় আছে তোমার মত বালের শিক্ষিত বাংলার মানুষ চাই না ভুদাই তুমি তো ভালো করে কথা বলতে পারো না বুকাচুদা কুরআন নিয়ে বারাবারি করো না ফালতু ইউটিউবার,1,sports
ভালো বাসি তোমাকে এই বিশেষ আই লাভ এই,0,"Meme, TikTok and others"
কুকুরের জীবনী পড়ে যে টুকু সময় ব্যায় হলো আমার জীবনে মনে হয় এই প্রথম  ডাস্টবিনে মুল্যবান   সময়টা ফেলে দিলাম ।,1,celebrity
শালা ব্যবসায়ী বেয়াদব। ও মিল নাই। ভন্ড কোথাকার !,1,crime
আত্বঘাতী মন্তব্যের জন্যে যথোপযুক্ত উত্তর প্রদান করেছেন স্যর।ধন্যবাদ,0,celebrity
ইনু রাজাকার ওকে সরে রাখতে হবে আওমীলী কোন রাজাকারে থান হবে না,1,politics
আমার যতদুর মনে পড়ে তামিম একবার এমন সেলিব্রেশন করেছিল।তখন তো এমন কনো কথা হয়নি,0,sports
ওই হালা তুই এই সংবাদ কোথায় পাইলি?,1,sports
অপরাধ অপরাধী কোনটার সমালোচনা করবোনা শুধু একটা জিনিসই দেখতে পেলাম এখানে এত লোকের ভিড়ে একটা লোককে এভাবে নির্মম ভাবে কুপিয়ে মারল একটা মানুষ এগিয়ে গেল না তাই এমন জাতির উপর ধিক্কার ছাড়া আর কোন কিছু বলার থাকে না। বাংলাদেশ একটা ভীতু জাতি,1,crime
ইস,0,politics
ফুটেজে সবকিছু এখানে সাক্ষী প্ৰমাণেৰ কোনো প্ৰয়োজন নাই। ফাচী । আজকে দিন পাৰ হয়ে যায় খুনিদেৰ ফাচী কেন হয়না? ঐ বাংলাদেশী গৰুৰ দল অতিশীঘ্ৰে ফাচীৰ ব্যাৱসথা কৰ ।,0,crime
যত্তসব পাপন শালার ফাজলামী!!!!!,1,sports
চারটে কুত্তা একটা মানুষকে ধরেছে কুত্তার ঘেউ ঘেউ শব্দ তে মানুষের শব্দ ক্ষীণ হয়ে আসছে,1,religion
বিচার চাই,0,sports
ওর,0,"Meme, TikTok and others"
কই রাজরাণী কই জুতার কালি কই কাউয়া আর কই খালেদা জিয়া,0,politics
মাদারচুদ রা আজাইরা ভাব চুদায় বালা ফালাইছে পুলাটারে অসহায় পাইয়া কি ভাব!!,1,sports
কুনো মোহিলা বিপদে পোরিয়া থানায় গেলে পরে বুযেযে আমার থানায় নাযাওয়াই ভালো আছিলো আগেনা হয়তো আমার টাকাগেছে কখন ইজ্জত সহগেলো কুনো মোহিলা পাইলে জতখন চুদবার নাপায় ততখন পরেন্ত মোহিলাকে সান্তি দিবোনা যোদি চুদবার নাদেয় তাইলে খুব ডরবয় দেখায় তাইলে চুতে দিতে বাদ্দ,1,crime
একজন হুজুরকে বলার সুযোগই দিচ্ছে না ঐ চারজন কুত্তার বাচ্চা,1,religion
দারুন ছবি। প্রিন্ট ও ভালো,0,entertainment
হায়রে মানুষ হইলি বেহুশ দম ফুরাইলে ফুস। তবু কেন হয়নি তোমাদের একটু খানি হুশ।,0,religion
তুমি কি হয়েছে তোমার,0,religion
বেচারা পাইসা গেছে বেয়ানছোত কা বাচ্চা,1,crime
সে যদি নাই কেনে বিয়া করব না তাহলে নায়িকার সাথে বসর সম্পর্ক করল কিভাবে এটা আমার কথা নয় এটা শাকিব পরিদর্শকের কথা,0,"Meme, TikTok and others"
ওবাইদুল কাদের একটা।ভোদার।মাথা,1,politics
মিজানুর রহমান মহান ব্যাক্তি ওনার ওয়াজ খুব ভাল লাগে,0,religion
ডাঃ জাকির নায়েক নির্দোষী,0,"Meme, TikTok and others"
সাকিব খান সয়তান সালা এক টা গরু,1,"Meme, TikTok and others"
এরকম মেয়েদের জন্যই ছেলেদের জীবন নষ্ট হয়ে যায় স্পষ্ট ভাবে @বুঝা গেলো সে একজন দুশচরিএার মেয়ে,0,"Meme, TikTok and others"
"প্রিয় সালমান প্রিয় হোমায়ুন ফরিদী আমাদের মাঝে আর আসবেনা,, সুবর্ণা মুস্তাফা হুমায়ুন ফরিদী কে ছেড়ে তার নিজের স্বার্থ হাসিল করেছে আর সামিরা চৌধুরী সালমান শাহকে হত্যা করে সুখের সংসার করছে কী আজব দুনিয়া রে ভাই",0,entertainment
যে ভিডিওটা করেছে তাকে ফুলের মালা দিয়া দরকার,0,crime
তুমারে বিস হাজার দিমু অইব নি গন্টা,1,"Meme, TikTok and others"
এই গানখির পোলা তুর বাড়ি কই তোরে পাইলে তুর মার বোদা দিয়া তোরে বোরা দিতাম আর তুর মারে কজনে চোইদা তুরে জরম্ম দিচেরে ওই গানগির পোলা,1,"Meme, TikTok and others"
লিগের বাচ্চারা আসলে কুল্লাগারের জাত,1,politics
আবাল গুলা ছাগলামি মার্কা অডিশন নিসে ঠিকি অল্প জলের মাছ বেশি জলে গিয়া লাফাইছে ও কিন্তু কিভাবে না চাইতেও কিছু ভালো মানের প্রতিযোগি কে সিলেক্ট করে ফেলেছে দিস ইজ মাই গভীর প্রশ্ন😕,1,entertainment
ভিপি নূর সরকারের জম।বাঘের বাচ্চা। ছাত্রলীগ এর কুত্তা এক নুরুর বালের সমানও না।,1,politics
কাউয়া কাদের বলবে ওরা চুদাচুদি করেনি শুধু কুলাকুলি করেছে,1,crime
ত্রই কূততার বাচছা তরিকা বলদা হালায় বলে,1,religion
প্রচারিত খবর যাহা লিখা হবে ওটাকেই রাখবেন কাটাছিড়া করবেন না জাকির নায়েক কে আমেরিকা রাশিয়ার চিনের প্রেসিডেন্ট চেয়েও উপরে নাকি মোদীত ভারতীয়ের নাগরিক একজন প্রধানমন্ত্রী সে মন্দই হোক আর ভালই হোক সে তার দায়িত্ব পালন করিতেছে অন্য একজন অন্য রাষ্ট্র থেকে কিছু বলবে বা করবে আর মোদীকে দোষারূপ করবে সেটা ঠিক নয় সে একা দায়ী নয় সে একজন নির্বাচিত ব্যাক্তি সে একজন চৌকিদার সবার সন্মত মতকে সে প্রকাশ করবে ভারতের গনতনত্র সবার সহমত ও সন্মতগ্রাহ্য বিষয়কে নিয়েই সারাবিশ্বে সে তুলে ধরে প্রকাশ করবে সে একার চিন্তাধারা নিয়ে কখনও মত প্রকাশ করবেনা অন্য রাষ্ট্রের মত একজন সৈন্যের নায়েক দ্বারা জরুরী ভিত্তিক ভারতে শাসনপ্রনালী চলেনা পূর্বের আমার মন্তব্যের কাশ্মী কার শব্দটি কাটা হইয়াছে আর এর পরের শব্দটি ও কাটাছিড়ে দেওয়া হয়েছে আমি যেটি লিখেছি ও মত প্র্কাশ করেছি ওটাকেই দেবেন,0,"Meme, TikTok and others"
তার বিচার আমার আদালতে তার ফাঁসি,0,crime
পাপন একটা বেয়াদব,0,sports
এতো ভালো কেনো রে,0,entertainment
দারুণ নাচ।,0,sports
তোর বিচিতে গুল্লি করা দরকার মালুর বাচ্চা,1,sports
শালারে তার শ্রোতারা জুতা মারেনা ক্যান👿👿👿👿,1,religion
আহা,0,celebrity
মিন্নির ফাসি চাই ভিডিও টা ভালোভাবে দেখলে বুঝা যায় মিন্নি চেয়েছিল রিফাতকে মার ধোর করুক কিন্তু জানে মেরে পেলবে সেটা হয়ত ভাবে নাই তাই ছুরি দিয়ে মারার আগে চুপচাপ ছিল ?,0,crime
আমরা লজজা বিহিন হাছিনার পরিবরতন চাই ভোট চোর হাছিনা কাউয়া কা কা করিস নারে,0,politics
তোর মায়েরে চুদদে গিয়ে ধরা খাইছে বঙ্গবন্ধু তুই খানকির পোলা,1,"Meme, TikTok and others"
হতেই পারে কারন সৃজিতের ধন হয়তো মোটা এবং বড় তাই হয়তো ওর ধন ঢুকে নি,1,entertainment
আরে মিন্নিকে ফাঁসি দেয়না কেনো আর ভালো লাগে না,0,crime
ছাগল ইজ ব্যাক,1,celebrity
এখন সসম্ভবত হিন্দু কাউকে দিবে,0,politics
সালা বেহায়া,1,crime
এই সপ মাদারের ছবি জে কেডা দেহে,1,entertainment
তাহেরীর বাচ্চা,0,religion
আমার মনে হয় আপনারা এক দরনের কলংক,0,religion
জ্ঞান হীন পশু যেমন তুমিও তেমন। তাই এই ভিডিও এডিট করে এখানে পোস্ট করেছো। তুমি এটা একবারও চিন্তা করলেনা যে সবাই তোমার মতো বলদ না। মাইক দিয়ে এই কথা বলবে আর সাধারণ মানুষ তাঁকে ছেড়ে দিবে। ঐ এলাকায় কি সবাই দেওয়ানবাগী হুজুরের মুরীদ? সবাই না আশে পাশে আরো অনেক সাধারণ মানুষ এবং প্রসাশন আছে। তুমি নিজেই আসলে কুকুরের বীর্যে জম্ম নেওয়া কুলাঙ্গার। নিজে ভাল হও। নিজের আকিদা ভাল কর।,1,religion
নাস্তিকের বাচ্চাদেরকে মনে হচ্ছে থাপ্পর দিয়ে কান ফাটিয়ে দেই জাহেলের বাচ্চা জাহেল।,1,religion
ওই খানকির বাচ্চা রেন্ডির ছেলে মেয়ে মানুষকে সন্মান করতে শেখনতুন নতুন বালের ভিডিও আপলোড করিস তুই যে মেয়েটির ছবি দিয়েছিস সে কারো বোনস্ত্রী মাবোকা চোদা তোর মা বোন স্ত্রী এদের মাং এর ফুটো দুধের ছবি এগুলো,1,"Meme, TikTok and others"
আরে এগুলা হিজলা মাগি,1,"Meme, TikTok and others"
এই সুয়োরের বাচ্চায় এক নাম্বার খানকি মাগি মর গিয়া তোর মারে চুদি,1,crime
রাসেলের মুখে ইণশাআল্লাহ্ শুনে অভাক হলাম।,0,sports
কাদেইররা আল্লাহকে ভয় কর হারামজাদা। মরতে মরতে ফিইরা আইছোস। আল্লাহকে ভয় কর।,0,politics
।চুপ কর শালার পুতেরা।। এই মাগির বাচ্চা গুলাকে কে জাজ করচে।। মানুষের সাথে কি ভাবে কথা বলে সেটাই তো জানেনা এরা । কি করে এরা মড়েল হইচে ছিঃ।।।। মমকে ভালো জানতাম খুব ভালো লাগতো কিন্তু এখানে এইসব অহংকারি কথা শুনে তো থুথু দিতে ইচ্চে করচে। ফাউল।। আর কাকের বাসা জঙ্লি টা নিজেকে কি মনে করে । হিরো আলমের চেয়েও তো অদম ও। পাগলের মত,1,entertainment
ফিরে গেলে ভালো,0,"Meme, TikTok and others"
সালার পাগল ওবাইধদুল যে কাজ পুলিশের সেই মগা করে,1,politics
বাংলাদেশ কামরু কামাইক্ক্যা হোয়েগেছে সুতরাং হিন্দুর মুসলিম সমাম সমান,0,crime
মিন্নি জরিত বুঝা যাচ্ছে । সাংবাদিকদের এক প্রশ্নের জবাবে মিন্নি বলেছিল তার স্বামী রিফাত তাকে মাঝে মাঝে কলেজ থেকে নিতে আসে । আমার প্রশ্ন হচ্ছে সেদিন রিফাত মিন্নিকে কলেজ থেকে নিতে আসবে সেটা খুনিরা জানল কিভাবে? মিন্ন যদি না জানায় ?,0,crime
মমর টা একটু বেশি,0,entertainment
তাসকিন ভাই সেরোকম বিডিও মাইরটা যোস,0,sports
"বাটপার ধোন বিজ্ঞানী আপনি নিজের উঠোনে ট্রেঞ্চ খুঁড়ে লুকিয়ে থেকে যেভাবে  মুক্তিযোদ্ধা  সেজে মুক্তিযুদ্ধের গল্প শোনান...ঠিক বাংলাদেশের নির্বাচন আপনার ট্রেঞ্চের গল্পের মতো হয়েছে....আপনাদের মতো শিক্ষিত অমানুষ গুলা নেক্সট জেনারেশন কে ধ্বংস করছে.... আপনি দালাল আপনি বাটপার,আপনি বুদ্ধি বেশ্যা",1,celebrity
"হর হর বমিবাজ,, বছর এর প্রথমদিন থেকে আলোচনায় থাকতে চান। সেই সাথে মিথ্যা এবং চাটুকারিতা প্রবহমান রাখতে চান হর হর বমির মত, তাইতো উনার ঝেটিয়ে স্ট্যাটাস।",0,celebrity
জেই সুয়ুরের বাচ্চা গুলা বিচারক ওই কুত্তার বাচ্চা গুলা তো কথায় বলতে জানে না ভালো মায়ের গরে কুত্তা জন্ম দিছে,1,entertainment
দেওয়ানবাগীর ভন্ড পীরের গালে গালে জুতা মারি ওই পণ্য রে পণ্য তার তো জন্ম ঠিক নেই সে তো নাস্তিক শালার ভন্ড তাহেরী জুতা মার শালারে গালে ইউর বাস্টার,1,religion
সাকিবের ধোন কাইটা ফালাই দেন,1,entertainment
কি মুশকিল! কই ছিলেন প্রিয় স্যার????,0,celebrity
কাদের কাওয়া নামে পরিচিত বেগম জিয়া আপোষহীন দেশনেত্রী তিনবারের প্রধানমন্ত্রী। কোথায় বকরীর লাদি আর কোথায় শেখ সাদী।,1,politics
মাসুদ রানা তো শয়তানের পয়দার হে কি বিচারক মাদার চুধ,1,entertainment
কুওার বাচ্চা পুলিশ তোদের জন্য আজ দেশের এ অবস্থা,1,crime
"তিন.  এখন জাফর ইকবালের উপর হামলা নিয়ে আমার মতামত দিই।  জাফর ইকবালের উপর হামলা অবশ্যই নিন্দনীয়, আমি চাইবো যে যুবক এই কাজ করেছে তার কঠোর শাস্তি হউক। আমি জাফর ইকবালেরও শাস্তি চাইবো, উনার মত কিছু মানুষ নিজেদের স্বার্থের জন্য সমাজে বিশৃঙ্খলা সৃষ্টি করে।  আমরা শান্তিতে বাঁচতে চাই, আমরা চাই না আর কেউ এভাবে চাপাতি বা চাকুর মাধ্যমে আঘাতপ্রাপ্ত হউক।  জাফর ইকবালের কর্মের জন্য যদি আগে তাকে শাস্তি দেয়া হত তাহলে এমন যুবকও তৈরি হতোনা। আমরা চাই না এমন যুবক আগামীতে তৈরি হউক তাই কেউ বিশৃঙ্খলা সৃষ্টি করলেই সাথে সাথে ব্যবস্থা নেয়া হউক।  আর বিশেষ অনুরোধ, এই ঘটনার মূল কারণ কি এটাই নাকি অন্য কোনো মোটিভ আছে তাও সঠিক তদন্তের মাধ্যমে বের করা হউক।  ভালো থাকুন সবাই... ✌  বি.দ্র. এখানে যদি উনি ""ভূতের বাচ্চা কৃষ্ণ, ভূতের বাচ্চা রাম, ভূতের বাচ্চা বৌদ্ধ, অথবা ভূতের বাচ্চা যিশু"" এমন নাম দিতেন তখনো আমি প্রতিবাদ করতাম এবং তার শাস্তি চাইতাম।",0,celebrity
মাদারক্সোদ তোর এতো বড় সাহস,1,sports
আজ যদি সাধারন জজনগন এটা করতু আর ভাইরাল হত গন ধোলাই দিয়ে জেলে দেয়া হত আসলে সাধারণ জনগন এগুলো করেনা করেতু সব বড় বড় নেতা খেতারা তাদের ক্ষমতার জোরে আরো না জানি কত কি করে মুখোসের আড়ালে সালা আবার ডিসি ছি ছি ছি 😠মাগীটা আবার বলে সারে আমার খতি করেনি মাগী,1,crime
তোর মা রাজা কার কুত্তার বাচ্চা,1,"Meme, TikTok and others"
তারাই হক্কানি আলেম আর দেওয়ান বাগি হয়ছে ইবলিস শয়তানের বড়টা শালা বান্নদির বাচ্চা,1,religion
টাকার ঘড়ি উপহার দিয়ে কোন টেন্ডার পাওয়া যাবে??,0,politics
দুনিয়াতে এতো মানুষ মরে শালার আওয়া লীগের কুওায় মরেনা।,1,sports
উনি রসুল সা কে মুসলিম না এবং ইমানদার না এই কথা বলেছেন 😡😡,0,religion
বাংলাদেশে প্রতিটা পুরুষের টি করে বিয়ে করলে এই রকম প্রব্লেম কিছুটা কমবে।আর যারা খারাপ তারা তো করবেই,0,crime
￰কিছুদিন পর ইনু যদি দেশেথাকে পোলাপান ওরে বল বানাবে,0,politics
ওর ফাঁসি দিয়ে দাও,0,"Meme, TikTok and others"
এনায়েতুল্লাহ আব্বাসী একটা শয়তানের খাড়া জিলকি,0,religion
"আপনার জন্য আমি উপন্যাস লিখব,, এতোদিন কোথায় ছিলেন?? অংশ ২"" অংশ ১ আয়মান সাডিক এর জন্য লিখেছিলাম তাই আপনাকে দ্বিতীয় অংশে রাখা 🐸🐸🐸🐸🐸",0,celebrity
সালারা টা কুত্তা,1,religion
আরে খানকী মাগী বেশ্যা মাগী বেশ্যা তোর বাবা হলেন তোর ভাই,1,"Meme, TikTok and others"
কাশ্মীরের স্বাধীনতার পক্ষে,0,"Meme, TikTok and others"
করা মানুষ গুলো কুত্তার জন্মের,1,religion
বালো লগলো,0,"Meme, TikTok and others"
বাঙলা দেশে ম্যাঁয়া কমে গেলো নাকি মিয়া সাহেব নিজের মায়া টারে বিয়া কৈরা নিলেই তো পারেন ওটা তো ইছলামে জায়েজ আছে,0,"Meme, TikTok and others"
আমি যাবো,0,"Meme, TikTok and others"
